Alternative Spp Yr  ABC OFL Catch SSB F Tot_biom
1 Model_1_goa_pop_2023.dat 2024 40.916 48.8962 29.794 234.441 0.0713322 670.712
1 Model_1_goa_pop_2023.dat 2025 39.7631 47.5191 16.1515 230.617 0.0393019 657.956
1 Model_1_goa_pop_2023.dat 2026 39.5436 47.2564 39.5436 226.927 0.0990105 657.628
1 Model_1_goa_pop_2023.dat 2027 37.5189 44.8378 37.5189 216.575 0.0990105 634.7
1 Model_1_goa_pop_2023.dat 2028 35.6823 42.6447 35.6823 206.659 0.0990105 614.834
1 Model_1_goa_pop_2023.dat 2029 34.1095 40.7677 34.1095 197.162 0.0990105 600.5
1 Model_1_goa_pop_2023.dat 2030 32.8023 39.2088 32.8023 188.666 0.0990105 585.624
1 Model_1_goa_pop_2023.dat 2031 31.7694 37.9775 31.7694 181.907 0.0990105 571.836
1 Model_1_goa_pop_2023.dat 2032 30.9519 37.003 30.9519 177.149 0.0990105 558.24
1 Model_1_goa_pop_2023.dat 2033 30.2973 36.222 30.2973 173.785 0.0990105 547.284
1 Model_1_goa_pop_2023.dat 2034 29.7208 35.5329 29.7208 170.906 0.0990105 542.148
1 Model_1_goa_pop_2023.dat 2035 29.1953 34.904 29.1953 167.985 0.0990105 537.954
1 Model_1_goa_pop_2023.dat 2036 28.7311 34.3483 28.7311 164.982 0.0990105 534.384
1 Model_1_goa_pop_2023.dat 2037 28.3794 33.9277 28.3794 161.923 0.0990105 529.405
1 Model_1_goa_pop_2023.dat 2024 40.916 48.8962 29.794 234.441 0.0713322 670.712
1 Model_1_goa_pop_2023.dat 2025 39.7621 47.5179 16.1515 230.586 0.0393029 648.235
1 Model_1_goa_pop_2023.dat 2026 39.5223 47.2307 39.5223 226.806 0.0990105 638.503
1 Model_1_goa_pop_2023.dat 2027 37.4025 44.6977 37.4025 216.21 0.0990105 605.339
1 Model_1_goa_pop_2023.dat 2028 35.3293 42.22 35.3293 205.73 0.0990105 576.317
1 Model_1_goa_pop_2023.dat 2029 33.3482 39.8525 33.3482 195.071 0.0990105 553.572
1 Model_1_goa_pop_2023.dat 2030 31.4897 37.6321 31.4897 184.462 0.0990105 534.642
1 Model_1_goa_pop_2023.dat 2031 29.8399 35.6623 29.8399 174.402 0.0990105 520.005
1 Model_1_goa_pop_2023.dat 2032 28.4445 33.9976 28.4445 165.455 0.0990105 505.803
1 Model_1_goa_pop_2023.dat 2033 27.3452 32.6875 27.3452 158.077 0.0990105 493.108
1 Model_1_goa_pop_2023.dat 2034 26.5039 31.6856 26.5039 152.582 0.0990105 480.895
1 Model_1_goa_pop_2023.dat 2035 25.8666 30.9263 25.8666 148.917 0.0990105 476.109
1 Model_1_goa_pop_2023.dat 2036 25.3603 30.3221 25.3603 146.593 0.0990105 475.437
1 Model_1_goa_pop_2023.dat 2037 24.9726 29.8586 24.9726 144.816 0.0990105 477.079
1 Model_1_goa_pop_2023.dat 2024 40.916 48.8962 29.794 234.441 0.0713322 670.712
1 Model_1_goa_pop_2023.dat 2025 39.7629 47.5189 16.1515 230.611 0.0393021 656.171
1 Model_1_goa_pop_2023.dat 2026 39.5398 47.2518 39.5398 226.908 0.0990105 654.919
1 Model_1_goa_pop_2023.dat 2027 37.4994 44.8143 37.4994 216.519 0.0990105 631.387
1 Model_1_goa_pop_2023.dat 2028 35.6284 42.5798 35.6284 206.53 0.0990105 612.963
1 Model_1_goa_pop_2023.dat 2029 34.0081 40.6459 34.0081 196.877 0.0990105 594.251
1 Model_1_goa_pop_2023.dat 2030 32.6512 39.0275 32.6512 188.117 0.0990105 578.459
1 Model_1_goa_pop_2023.dat 2031 31.5631 37.7302 31.5631 180.969 0.0990105 564.415
1 Model_1_goa_pop_2023.dat 2032 30.6783 36.6751 30.6783 175.774 0.0990105 551.503
1 Model_1_goa_pop_2023.dat 2033 29.9508 35.8069 29.9508 172.069 0.0990105 543.804
1 Model_1_goa_pop_2023.dat 2034 29.3207 35.054 29.3207 169.001 0.0990105 540.823
1 Model_1_goa_pop_2023.dat 2035 28.7925 34.4225 28.7925 165.93 0.0990105 537.683
1 Model_1_goa_pop_2023.dat 2036 28.3921 33.9441 28.3921 162.778 0.0990105 536.151
1 Model_1_goa_pop_2023.dat 2037 28.1583 33.6655 28.1583 159.885 0.0990105 537.878
1 Model_1_goa_pop_2023.dat 2024 40.916 48.8962 29.794 234.441 0.0713322 670.712
1 Model_1_goa_pop_2023.dat 2025 39.7622 47.518 16.1515 230.589 0.0393028 649.383
1 Model_1_goa_pop_2023.dat 2026 39.5253 47.2343 39.5253 226.833 0.0990105 644.918
1 Model_1_goa_pop_2023.dat 2027 37.4254 44.7252 37.4254 216.306 0.0990105 617.336
1 Model_1_goa_pop_2023.dat 2028 35.4212 42.3306 35.4212 205.992 0.0990105 591.39
1 Model_1_goa_pop_2023.dat 2029 33.5873 40.14 33.5873 195.694 0.0990105 571.324
1 Model_1_goa_pop_2023.dat 2030 31.9503 38.1856 31.9503 185.779 0.0990105 552.12
1 Model_1_goa_pop_2023.dat 2031 30.5544 36.52 30.5544 176.886 0.0990105 537.468
1 Model_1_goa_pop_2023.dat 2032 29.3841 35.1242 29.3841 169.582 0.0990105 524.69
1 Model_1_goa_pop_2023.dat 2033 28.4362 33.9937 28.4362 163.972 0.0990105 513.486
1 Model_1_goa_pop_2023.dat 2034 27.6677 33.0771 27.6677 159.691 0.0990105 500.81
1 Model_1_goa_pop_2023.dat 2035 27.0502 32.3402 27.0502 156.155 0.0990105 491.135
1 Model_1_goa_pop_2023.dat 2036 26.5291 31.7176 26.5291 153.014 0.0990105 481.107
1 Model_1_goa_pop_2023.dat 2037 26.0725 31.1713 26.0725 150.142 0.0990105 471.219
1 Model_1_goa_pop_2023.dat 2024 40.916 48.8962 29.794 234.441 0.0713322 670.712
1 Model_1_goa_pop_2023.dat 2025 39.7622 47.518 16.1515 230.589 0.0393028 649.27
1 Model_1_goa_pop_2023.dat 2026 39.5244 47.2333 39.5244 226.814 0.0990105 639.193
