Alt,Stock,Year,ABC,OFL,Catch,SSB,F,Total_Biom
3,Model_1_goa_pop_2023.dat,2026,19.11594439999999,44.82564750000007,29.43500000000049,217.96608900000035,0.07704379890000002,617.1477309999992
3,Model_1_goa_pop_2023.dat,2027,18.399113699999983,43.1448395,18.399113699999983,212.58375100000026,0.04950529999999987,600.4301000000003
3,Model_1_goa_pop_2023.dat,2028,18.094217399999998,42.429772299999975,18.094217399999998,209.52661899999998,0.04950529999999987,596.2042110000001
3,Model_1_goa_pop_2023.dat,2029,17.803428000000007,41.750815100000025,17.803428000000007,206.00592400000014,0.04950529999999987,593.3391689999999
3,Model_1_goa_pop_2023.dat,2030,17.556551099999997,41.17766690000006,17.556551099999997,202.62649999999996,0.04950529999999987,591.6114529999995
3,Model_1_goa_pop_2023.dat,2031,17.35743320000002,40.71865910000001,17.35743320000002,199.99118399999995,0.04950529999999987,590.8506959999994
3,Model_1_goa_pop_2023.dat,2032,17.218928099999985,40.402206199999945,17.218928099999985,198.34473100000008,0.04950529999999987,590.9179820000008
3,Model_1_goa_pop_2023.dat,2033,17.12999919999998,40.20126570000004,17.12999919999998,197.6327490000001,0.04950529999999987,591.4875579999997
3,Model_1_goa_pop_2023.dat,2034,17.090718499999976,40.11484559999999,17.090718499999976,197.57153799999998,0.04950529999999987,592.3719090000005
3,Model_1_goa_pop_2023.dat,2035,17.08972039999999,40.115970700000034,17.08972039999999,197.89513699999998,0.04950529999999987,593.2758260000005
3,Model_1_goa_pop_2023.dat,2036,17.125838000000027,40.201720500000015,17.125838000000027,198.38191900000004,0.04950529999999987,594.1792800000004
4,Model_1_goa_pop_2023.dat,2023,26.75849999999992,48.89620000000057,29.76050000000027,234.4459999999978,0.0712497999999991,670.7120000000124
4,Model_1_goa_pop_2023.dat,2024,26.0050675999999,47.52114250000018,23.831300000000414,229.45537499999938,0.058417327100000006,650.6553349999991
4,Model_1_goa_pop_2023.dat,2025,25.48011229999998,46.561586599999984,31.05800000000066,224.7998150000002,0.0782988821,637.0242830000001
4,Model_1_goa_pop_2023.dat,2026,24.530150100000007,44.82564750000007,29.43500000000049,217.96608900000035,0.07704379890000002,617.1477309999992
4,Model_1_goa_pop_2023.dat,2027,23.6103058,43.1448395,23.6103058,211.79084699999967,0.06388059999999884,600.4301000000003
4,Model_1_goa_pop_2023.dat,2028,22.96721299999999,41.97036780000007,22.96721299999999,206.48734499999983,0.06388059999999884,590.9919720000004
4,Model_1_goa_pop_2023.dat,2029,22.366232999999994,40.8752668,22.366232999999994,200.90916599999994,0.06388059999999884,583.4654839999997
4,Model_1_goa_pop_2023.dat,2030,21.846553099999984,39.93092500000004,21.846553099999984,195.67812699999973,0.06388059999999884,577.5972780000006
4,Model_1_goa_pop_2023.dat,2031,21.41307890000002,39.145665299999955,21.41307890000002,191.39081800000028,0.06388059999999884,573.1687360000001
4,Model_1_goa_pop_2023.dat,2032,21.080420800000002,38.54478619999998,21.080420800000002,188.27153099999984,0.06388059999999884,569.9910200000006
4,Model_1_goa_pop_2023.dat,2033,20.83240479999999,38.097788500000014,20.83240479999999,186.23830399999994,0.06388059999999884,567.6813979999997
4,Model_1_goa_pop_2023.dat,2034,20.66578119999997,37.79784899999997,20.66578119999997,184.98594900000018,0.06388059999999884,566.0044360000003
4,Model_1_goa_pop_2023.dat,2035,20.563154699999973,37.612982399999936,20.563154699999973,184.23064599999995,0.06388059999999884,564.6170069999998
4,Model_1_goa_pop_2023.dat,2036,20.519347600000014,37.533659199999946,20.519347600000014,183.7404059999998,0.06388059999999884,563.4653350000004
5,Model_1_goa_pop_2023.dat,2023,0,48.89620000000057,29.76050000000027,234.4459999999978,0.0712497999999991,670.7120000000124
5,Model_1_goa_pop_2023.dat,2024,0,47.52114250000018,23.831300000000414,229.45537499999938,0.058417327100000006,650.6553349999991
5,Model_1_goa_pop_2023.dat,2025,0,46.561586599999984,31.05800000000066,224.7998150000002,0.0782988821,637.0242830000001
