Year,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
1990,0.003776435,0.000406693,0.001045782,0.000290495,0.00079402,0.001239445,0.001278178,0.002866217,0.004144395,0.004628554,0.007262375,0.009160276,0.011542335,0.018030057,0.028081184,0.041075993,0.061158881,0.08625765,0.104307073,0.112382834,0.112111705,0.102099311,0.088910837,0.072217058,0.050739794,0.033290727,0.021031838,0.011019444,0.006332791,0.002517623
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0.023076923,0.038461538,0.107692308,0.130769231,0.192307692,0.176923077,0.176923077,0.076923077,0.030769231,0.023076923,0.015384615,0,0,0,0,0
1996,6.00312E-05,0,0,0,6.00312E-05,0.000120062,0.000120062,0.000660343,0.00048025,0.001680874,0.002401249,0.002701405,0.003361748,0.005402809,0.008164245,0.013927242,0.024612799,0.056429343,0.114659623,0.171569216,0.183875615,0.16586625,0.112438468,0.062072278,0.032116701,0.01626846,0.010025213,0.005282747,0.002581342,0.003061592
1999,0,0.000195084,0,0,0.000585252,0.000390168,0,0.001170503,0.002536091,0.002536091,0.004486929,0.004486929,0.004486929,0.008388607,0.006242684,0.008583691,0.015216543,0.032188841,0.06827936,0.108076473,0.146507998,0.17420991,0.154701522,0.113148654,0.073156457,0.039797113,0.018728053,0.006437768,0.003316426,0.002145923
2001,0.000173913,0,0.000347826,0,0.001217391,0.001043478,0.001565217,0.001391304,0.000869565,0.002434783,0.001913043,0.003478261,0.004869565,0.007478261,0.010086957,0.012,0.018086957,0.032695652,0.052347826,0.091478261,0.129391304,0.171826087,0.163304348,0.129913043,0.085391304,0.03773913,0.021391304,0.007652174,0.004,0.005913043
2003,0,0.000140607,0.000281215,0.000281215,0.000421822,0.001406074,0.000703037,0.000843645,0.000703037,0.001687289,0.001827897,0.004499438,0.006749156,0.007874016,0.008014623,0.012373453,0.015326209,0.023622047,0.057086614,0.099409449,0.132311586,0.148622047,0.139060742,0.128937008,0.090973003,0.061586052,0.034308211,0.01307649,0.004077615,0.0037964
2005,0,0.000179759,0.000179759,0.000179759,0.000898796,0.001258314,0.002157109,0.002516628,0.002157109,0.003954701,0.005932051,0.005213015,0.010066511,0.011145066,0.017796153,0.025525795,0.03487327,0.045299299,0.062915693,0.079094014,0.122056444,0.155851159,0.137875247,0.109832824,0.07585835,0.046198095,0.024267482,0.009167715,0.004314219,0.003235664
2007,0,0,0.000204415,0.000408831,0.001022077,0.000511038,0.001839738,0.0026574,0.003781684,0.004190515,0.005825838,0.008585446,0.008892069,0.013593622,0.01502453,0.025551922,0.041189697,0.067661488,0.098630417,0.112121832,0.12060507,0.126635323,0.115188062,0.097301717,0.057645135,0.033524121,0.017477514,0.007358953,0.004190515,0.00838103
2009,0.000100513,0.000100513,0.000301538,0.001005126,0.001005126,0.000804101,0.00231179,0.001407177,0.002914866,0.002914866,0.004523068,0.005628706,0.007236908,0.008342547,0.012363052,0.021409187,0.039501457,0.064529098,0.090863403,0.125540255,0.138606895,0.119408986,0.10805106,0.088350588,0.062217308,0.037893256,0.024123027,0.015277917,0.007236908,0.006030757
2011,0.000102041,0.000204082,0.000918367,0.001020408,0.000714286,0.000816327,0.000714286,0.001530612,0.002142857,0.003469388,0.002959184,0.00255102,0.005204082,0.006734694,0.010102041,0.011734694,0.019591837,0.033469388,0.060408163,0.102653061,0.14,0.157959184,0.150612245,0.109183673,0.073673469,0.049795918,0.025306122,0.014183673,0.006020408,0.00622449
2013,0.000650135,0,0.000464382,0.000464382,0.000557258,0.000185753,0.001114517,0.003064921,0.003622179,0.008451751,0.012538312,0.01411721,0.015231727,0.019318287,0.020432804,0.021733073,0.014024334,0.016903501,0.031856599,0.063991827,0.115073837,0.148787963,0.161326275,0.124454351,0.085260518,0.055354323,0.030927835,0.018110894,0.007615863,0.00436519
2015,0.000316096,0.000252876,0.000126438,0.000948287,0.001390821,0.001517259,0.002339107,0.003477051,0.004488557,0.006701226,0.0085978,0.010431154,0.009482868,0.009798963,0.010557593,0.01789101,0.023960046,0.033190037,0.046466051,0.07017322,0.103300038,0.130547478,0.147932735,0.133329119,0.096029839,0.06378809,0.032304969,0.016942723,0.007839171,0.005879378
2017,0.000100873,0,0.000151309,0.000302618,0.000252181,0.000504363,0.001109598,0.00080698,0.001714833,0.002824431,0.004186211,0.006657588,0.00988551,0.011196853,0.013718666,0.017804005,0.030513946,0.052050235,0.085590357,0.110657185,0.121097493,0.123972361,0.117869572,0.105008322,0.078277097,0.049377112,0.028496495,0.014172593,0.00690977,0.004791446
2019,0.000126695,0.000126695,0.000126695,0.000337852,0.00054901,0.001647029,0.001984881,0.001351408,0.001309177,0.001224714,0.001478103,0.003462984,0.006123569,0.007981756,0.011824824,0.01617467,0.027281557,0.049833186,0.080408801,0.115756578,0.134591832,0.126229993,0.125512057,0.101482326,0.080239875,0.048650703,0.028295114,0.014063094,0.006503653,0.005321171
2021,0,0,0,0,5.72935E-05,5.72935E-05,0.000286467,0.000401054,0.000458348,0.001203163,0.002234445,0.005500172,0.009396127,0.013807723,0.013807723,0.011687865,0.019708949,0.039303312,0.076200298,0.107425232,0.125358084,0.12197777,0.118081815,0.114243153,0.092872694,0.061303999,0.033344792,0.018162026,0.007047095,0.006073106
