"","YEAR","HAUL_DATE","SPECIES","FMP_AREA","EXTRAPOLATED_WEIGHT"
"1228",2018,2018-07-19,301,"GOA",5023.56
"1229",2018,2018-08-01,301,"GOA",2445.33
"1230",2018,2018-08-01,301,"GOA",18419.57
"1231",2018,2018-08-02,301,"GOA",2874.69
"1232",2018,2018-08-02,301,"GOA",22327.73
"1233",2018,2018-08-02,301,"GOA",18656.24
"1234",2018,2018-08-02,301,"GOA",21034.93
"1235",2018,2018-08-03,301,"GOA",10636.45
"1236",2018,2018-08-03,301,"GOA",25505.7
"1237",2018,2018-07-15,301,"GOA",23848.57
"1238",2018,2018-07-15,301,"GOA",31716.07
"1239",2018,2018-07-15,301,"GOA",149.56
"1240",2018,2018-07-16,301,"GOA",35523.75
"1241",2018,2018-07-16,301,"GOA",11402.22
"1242",2018,2018-07-16,301,"GOA",33609.4
"1243",2018,2018-07-16,301,"GOA",8170.59
"1244",2018,2018-07-16,301,"GOA",24878.29
"1245",2018,2018-07-17,301,"GOA",614.85
"1246",2018,2018-07-17,301,"GOA",4616.29
"1247",2018,2018-07-17,301,"GOA",1955.89
"1248",2018,2018-07-17,301,"GOA",14607.65
"1249",2018,2018-07-17,301,"GOA",6927.08
"1250",2018,2018-07-12,301,"GOA",26785.3
"1251",2018,2018-07-14,301,"GOA",61835.48
"1252",2018,2018-07-12,301,"GOA",7944.45
"1253",2018,2018-07-12,301,"GOA",333.16
"1254",2018,2018-07-12,301,"GOA",16394.02
"1255",2018,2018-07-14,301,"GOA",17175.37
"1256",2018,2018-07-14,301,"GOA",29111.17
"1257",2018,2018-07-14,301,"GOA",108.33
"1258",2018,2018-07-15,301,"GOA",22956.11
"1259",2018,2018-07-14,301,"GOA",202.11
"1260",2018,2018-07-14,301,"GOA",5029.29
"1261",2018,2018-07-14,301,"GOA",15525.04
"1262",2018,2018-07-15,301,"GOA",627.39
"1263",2018,2018-07-13,301,"GOA",7519.38
"1264",2018,2018-07-13,301,"GOA",3500.26
"1265",2018,2018-07-13,301,"GOA",1320.74
"1266",2018,2018-09-09,301,"GOA",127.36
"1267",2018,2018-09-09,301,"GOA",8.29
"1268",2018,2018-09-10,301,"GOA",585.44
"1269",2018,2018-09-10,301,"GOA",86.37
"1270",2018,2018-10-07,301,"GOA",413.28
"1271",2018,2018-10-09,301,"GOA",1075.13
"1272",2018,2018-10-04,301,"GOA",5585.93
"1273",2018,2018-10-04,301,"GOA",1356.34
"1274",2018,2018-10-08,301,"GOA",681.69
"1275",2018,2018-07-04,301,"GOA",11978.83
"1276",2018,2018-07-04,301,"GOA",17932.34
"1277",2018,2018-07-05,301,"GOA",3118.06
"1278",2018,2018-07-05,301,"GOA",3516.74
"1279",2018,2018-07-18,301,"GOA",28310.15
"1280",2018,2018-07-19,301,"GOA",4882.4
"1281",2018,2018-07-19,301,"GOA",3099.82
"1282",2018,2018-07-19,301,"GOA",25136.99
"1283",2018,2018-07-19,301,"GOA",5541.51
"1284",2018,2018-07-19,301,"GOA",9013.75
"1285",2018,2018-07-19,301,"GOA",7902.67
"1286",2018,2018-07-22,301,"GOA",4300.68
"1287",2018,2018-07-22,301,"GOA",20352.86
"1288",2018,2018-07-22,301,"GOA",33373.65
"1289",2018,2018-07-17,301,"GOA",16542.15
"1290",2018,2018-07-17,301,"GOA",14839.36
"1291",2018,2018-07-17,301,"GOA",13019.63
"1292",2018,2018-07-17,301,"GOA",36157.5
"1293",2018,2018-07-17,301,"GOA",23076.87
"1294",2018,2018-07-18,301,"GOA",10707.72
"1295",2018,2018-07-18,301,"GOA",16880.55
"1296",2018,2018-07-18,301,"GOA",3939.69
"1297",2018,2018-07-18,301,"GOA",24798.01
"1298",2018,2018-07-30,301,"GOA",4640.55
"1299",2018,2018-07-30,301,"GOA",4308.45
"1300",2018,2018-07-30,301,"GOA",20352.96
"1301",2018,2018-07-30,301,"GOA",4534.96
"1302",2018,2018-07-30,301,"GOA",18499.84
"1303",2018,2018-07-31,301,"GOA",986.02
"1304",2018,2018-07-31,301,"GOA",30468.59
"1305",2018,2018-07-31,301,"GOA",68383.53
"1306",2018,2018-08-02,301,"GOA",39817.75
"1307",2018,2018-08-03,301,"GOA",33499.47
"1308",2018,2018-07-21,301,"GOA",5917.22
"1309",2018,2018-07-21,301,"GOA",1011.15
"1310",2018,2018-07-21,301,"GOA",4913.88
"1311",2018,2018-07-21,301,"GOA",1603.47
"1312",2018,2018-07-21,301,"GOA",23763.8
"1313",2018,2018-07-22,301,"GOA",8452.09
"1314",2018,2018-07-24,301,"GOA",5277.5
"1315",2018,2018-07-24,301,"GOA",15156.32
"1316",2018,2018-07-24,301,"GOA",27404.02
"1317",2018,2018-07-24,301,"GOA",134.52
"1318",2018,2018-07-24,301,"GOA",18466.17
"1319",2018,2018-07-24,301,"GOA",38450.52
"1320",2018,2018-07-26,301,"GOA",4718.17
"1321",2018,2018-07-26,301,"GOA",1075.33
"1322",2018,2018-07-26,301,"GOA",10117.15
"1323",2018,2018-07-26,301,"GOA",4124.35
"1324",2018,2018-07-26,301,"GOA",16216.55
"1325",2018,2018-07-27,301,"GOA",2542.15
"1326",2018,2018-07-27,301,"GOA",2146.04
"1327",2018,2018-06-21,301,"GOA",3.75
"1328",2018,2018-07-23,301,"GOA",19931.27
"1329",2018,2018-07-23,301,"GOA",26354.06
"1330",2018,2018-07-23,301,"GOA",32411.4
"1331",2018,2018-07-23,301,"GOA",18451.15
"1332",2018,2018-07-24,301,"GOA",2175.21
"1333",2018,2018-07-24,301,"GOA",12188.91
"1334",2018,2018-07-24,301,"GOA",7548.04
"1335",2018,2018-07-24,301,"GOA",34878.11
"1336",2018,2018-07-24,301,"GOA",43920.03
"1337",2018,2018-07-25,301,"GOA",38765.32
"1338",2018,2018-07-25,301,"GOA",36213.81
"1339",2018,2018-07-25,301,"GOA",14540.9
"1340",2018,2018-07-26,301,"GOA",31317.24
"1341",2018,2018-07-23,301,"GOA",7975.33
"1342",2018,2018-07-26,301,"GOA",5359.4
"1343",2018,2018-10-04,301,"GOA",728.77
"1344",2018,2018-10-07,301,"GOA",142.31
"1345",2018,2018-10-08,301,"GOA",97.39
"1346",2018,2018-09-02,301,"GOA",39.51
"1347",2018,2018-09-02,301,"GOA",666.94
"1348",2018,2018-09-02,301,"GOA",131.67
"1349",2018,2018-07-25,301,"GOA",2227.14
"1350",2018,2018-07-25,301,"GOA",7570.2
"1351",2018,2018-07-25,301,"GOA",22919.48
"1352",2018,2018-07-25,301,"GOA",17801.1
"1353",2018,2018-07-25,301,"GOA",14710.28
"1354",2018,2018-07-25,301,"GOA",24720.2
"1355",2018,2018-07-26,301,"GOA",3321.86
"1356",2018,2018-07-19,301,"GOA",99.09
"1357",2018,2018-07-19,301,"GOA",277.74
"1358",2018,2018-07-19,301,"GOA",1581.35
"1359",2018,2018-07-20,301,"GOA",2795.49
"1360",2018,2018-07-27,301,"GOA",40961.69
"1361",2018,2018-07-27,301,"GOA",22678.92
"1362",2018,2018-07-27,301,"GOA",40899.82
"1363",2018,2018-07-27,301,"GOA",44164.73
"1364",2018,2018-07-28,301,"GOA",33800.8
"1365",2018,2018-07-28,301,"GOA",35690.86
"1366",2018,2018-07-28,301,"GOA",17433.84
"1367",2018,2018-07-28,301,"GOA",10449.82
"1368",2018,2018-07-28,301,"GOA",7252.98
"1369",2018,2018-07-29,301,"GOA",3984.78
"1370",2018,2018-07-29,301,"GOA",4913.01
"1371",2018,2018-07-29,301,"GOA",11402.15
"1372",2018,2018-07-29,301,"GOA",17123.74
"1373",2018,2018-07-29,301,"GOA",40774.7
"1374",2018,2018-07-29,301,"GOA",12966.03
"1375",2018,2018-07-29,301,"GOA",50586.09
"1376",2018,2018-07-20,301,"GOA",6058.45
"1377",2018,2018-07-20,301,"GOA",6199.33
"1378",2018,2018-07-20,301,"GOA",282.61
"1379",2018,2018-07-20,301,"GOA",9367.19
"1380",2018,2018-07-20,301,"GOA",1808.2
"1381",2018,2018-08-23,301,"GOA",3371.93
"1382",2018,2018-08-23,301,"GOA",1059.66
"1383",2018,2018-08-23,301,"GOA",36.98
"1384",2018,2018-08-23,301,"GOA",1542.64
"1385",2018,2018-08-24,301,"GOA",22414.52
"1386",2018,2018-08-24,301,"GOA",30996.65
"1387",2018,2018-08-24,301,"GOA",21902.32
"1388",2018,2018-08-24,301,"GOA",20686.61
"1389",2018,2018-08-25,301,"GOA",10405.18
"1390",2018,2018-08-25,301,"GOA",1264.68
"1391",2018,2018-08-25,301,"GOA",11889.14
"1392",2018,2018-08-25,301,"GOA",18379.31
"1393",2018,2018-07-10,301,"GOA",26616.43
"1394",2018,2018-07-10,301,"GOA",7093.24
"1395",2018,2018-07-10,301,"GOA",7022.09
"1396",2018,2018-07-10,301,"GOA",37293.33
"1397",2018,2018-07-11,301,"GOA",12297.45
"1398",2018,2018-07-11,301,"GOA",49754.03
"1399",2018,2018-07-11,301,"GOA",38033.59
"1400",2018,2018-07-11,301,"GOA",23658.25
"1401",2018,2018-07-11,301,"GOA",18361.05
"1402",2018,2018-07-12,301,"GOA",22247.43
"1403",2018,2018-07-12,301,"GOA",32412.12
"1404",2018,2018-07-12,301,"GOA",25791.87
"1405",2018,2018-07-12,301,"GOA",25571
"1406",2018,2018-07-12,301,"GOA",33398.08
"1407",2018,2018-07-13,301,"GOA",16986.38
"1408",2018,2018-07-13,301,"GOA",12344.93
"1409",2018,2018-07-13,301,"GOA",16426.34
"1410",2018,2018-07-13,301,"GOA",6313.18
"1411",2018,2018-07-14,301,"GOA",4979.31
"1412",2018,2018-07-14,301,"GOA",8511.83
"1413",2018,2018-07-14,301,"GOA",3388.43
"1414",2018,2018-07-14,301,"GOA",3782.15
"1415",2018,2018-07-15,301,"GOA",7206.85
"1416",2018,2018-07-15,301,"GOA",14055.38
"1417",2018,2018-07-15,301,"GOA",5876.2
"1418",2018,2018-07-15,301,"GOA",1786.75
"1419",2018,2018-07-16,301,"GOA",1518.66
"1420",2018,2018-07-16,301,"GOA",6816.47
"1421",2018,2018-07-16,301,"GOA",1916.57
"1422",2018,2018-07-16,301,"GOA",5775.03
"1423",2018,2018-07-16,301,"GOA",4596.16
"1424",2018,2018-08-16,301,"GOA",13400.77
"1425",2018,2018-08-16,301,"GOA",6654.01
"1426",2018,2018-08-16,301,"GOA",4548.21
"1427",2018,2018-08-17,301,"GOA",3911.46
"1428",2018,2018-08-17,301,"GOA",4505.23
"1429",2018,2018-08-17,301,"GOA",10072.17
"1430",2018,2018-08-17,301,"GOA",12885.65
"1431",2018,2018-08-17,301,"GOA",14822.5
"1432",2018,2018-08-18,301,"GOA",3995.37
"1433",2018,2018-08-18,301,"GOA",12135.47
"1434",2018,2018-08-18,301,"GOA",9770.96
"1435",2018,2018-08-18,301,"GOA",3896.83
"1436",2018,2018-08-19,301,"GOA",43406.57
"1437",2018,2018-08-19,301,"GOA",26287.65
"1438",2018,2018-08-19,301,"GOA",4853.72
"1439",2018,2018-08-19,301,"GOA",12603.58
"1440",2018,2018-08-19,301,"GOA",26255.58
"1441",2018,2018-08-22,301,"GOA",31952.92
"1442",2018,2018-08-22,301,"GOA",2392.14
"1443",2018,2018-08-22,301,"GOA",19858.21
"1444",2018,2018-08-22,301,"GOA",44928.97
"1445",2018,2018-05-25,301,"GOA",31800
"1446",2018,2018-08-03,301,"GOA",14301.78
"1447",2018,2018-08-03,301,"GOA",785.54
"1448",2018,2018-08-04,301,"GOA",893.17
"1449",2018,2018-08-04,301,"GOA",1571.17
"1450",2018,2018-08-04,301,"GOA",12162.61
"1451",2018,2018-08-29,301,"GOA",2339.8
"1452",2018,2018-10-04,301,"GOA",1528.9
"1453",2018,2018-10-05,301,"GOA",81.65
"1454",2018,2018-07-22,301,"GOA",151.5
"1455",2018,2018-07-22,301,"GOA",13859.65
"1456",2018,2018-07-22,301,"GOA",6806.2
"1457",2018,2018-08-08,301,"GOA",53.33
"1458",2018,2018-08-08,301,"GOA",92.63
"1459",2018,2018-08-04,301,"GOA",4527.28
"1460",2018,2018-08-04,301,"GOA",1250.15
"1461",2018,2018-08-05,301,"GOA",180.29
"1462",2018,2018-08-07,301,"GOA",121.79
"1463",2018,2018-07-23,301,"GOA",2925.1
"1464",2018,2018-07-23,301,"GOA",1560.31
"1465",2018,2018-07-23,301,"GOA",26772.35
"1466",2018,2018-07-23,301,"GOA",6270.02
"1467",2018,2018-07-22,301,"GOA",603.23
"1468",2018,2018-04-16,301,"GOA",3901.45
"1469",2018,2018-08-04,301,"GOA",1477.71
"1470",2018,2018-08-04,301,"GOA",3761.26
"1471",2018,2018-08-05,301,"GOA",6425.8
"1472",2018,2018-08-05,301,"GOA",17739.68
"1473",2018,2018-08-05,301,"GOA",5700.16
"1474",2018,2018-08-05,301,"GOA",4960.85
"1475",2018,2018-08-06,301,"GOA",5002.91
"1476",2018,2018-08-06,301,"GOA",2052.39
"1477",2018,2018-08-06,301,"GOA",4235.8
"1478",2018,2018-08-06,301,"GOA",2345.95
"1479",2018,2018-07-27,301,"GOA",1139.65
"1480",2018,2018-08-02,301,"GOA",772.21
"1481",2018,2018-08-02,301,"GOA",1366.96
"1482",2018,2018-08-02,301,"GOA",2321.04
"1483",2018,2018-08-02,301,"GOA",3186.04
"1484",2018,2018-08-02,301,"GOA",2505.62
"1485",2018,2018-08-02,301,"GOA",3847.12
"1486",2018,2018-08-02,301,"GOA",4069.66
"1487",2018,2018-04-16,301,"GOA",1884.87
"1488",2018,2018-04-16,301,"GOA",2331.79
"1489",2018,2018-04-17,301,"GOA",6233.74
"1490",2018,2018-04-17,301,"GOA",4435.22
"1491",2018,2018-04-18,301,"GOA",2266.33
"1492",2018,2018-08-20,301,"GOA",112.33
"1493",2018,2018-08-03,301,"GOA",5173.26
"1494",2018,2018-07-27,301,"GOA",7397.35
"1495",2018,2018-07-27,301,"GOA",8596.17
"1496",2018,2018-07-27,301,"GOA",32512.21
"1497",2018,2018-07-28,301,"GOA",6242.93
"1498",2018,2018-07-28,301,"GOA",14579.47
"1499",2018,2018-07-28,301,"GOA",13349.34
"1500",2018,2018-07-28,301,"GOA",22255.5
"1501",2018,2018-07-28,301,"GOA",27585.65
"1502",2018,2018-07-28,301,"GOA",22835.1
"1503",2018,2018-07-29,301,"GOA",7731.38
"1504",2018,2018-07-30,301,"GOA",17196.85
"1505",2018,2018-07-30,301,"GOA",10819.29
"1506",2018,2018-07-31,301,"GOA",47327.48
"1507",2018,2018-07-31,301,"GOA",160.05
"1508",2018,2018-07-31,301,"GOA",46.29
"1509",2018,2018-07-31,301,"GOA",19929.85
"1510",2018,2018-07-29,301,"GOA",9073.77
"1511",2018,2018-08-03,301,"GOA",5969.17
"1512",2018,2018-08-21,301,"GOA",66.24
"1513",2018,2018-08-21,301,"GOA",17.56
"1514",2018,2018-08-21,301,"GOA",1530.13
"1515",2018,2018-08-21,301,"GOA",1316.3
"1516",2018,2018-04-01,301,"GOA",9555.07
"1517",2018,2018-04-01,301,"GOA",10974.93
"1518",2018,2018-07-20,301,"GOA",10595.11
"1519",2018,2018-07-20,301,"GOA",488.91
"1520",2018,2018-07-21,301,"GOA",20.45
"1521",2018,2018-07-21,301,"GOA",86.49
"1522",2018,2018-07-21,301,"GOA",12408.18
"1523",2018,2018-07-21,301,"GOA",28854.2
"1524",2018,2018-07-21,301,"GOA",21951.79
"1525",2018,2018-07-22,301,"GOA",5949.59
"1526",2018,2018-08-08,301,"GOA",74.81
"1527",2018,2018-08-08,301,"GOA",71.47
"1528",2018,2018-08-09,301,"GOA",345.06
"1529",2018,2018-08-09,301,"GOA",168.06
"1530",2018,2018-04-17,301,"GOA",4
"1531",2018,2018-07-23,301,"GOA",11544.84
"1532",2018,2018-07-23,301,"GOA",583.4
"1533",2018,2018-07-23,301,"GOA",2868.91
"1534",2018,2018-07-24,301,"GOA",2800.25
"1535",2018,2018-07-24,301,"GOA",23579.12
"1536",2018,2018-07-24,301,"GOA",7889.22
"1537",2018,2018-07-25,301,"GOA",586.31
"1538",2018,2018-07-25,301,"GOA",3000.92
"1539",2018,2018-07-25,301,"GOA",4445.94
"1540",2018,2018-07-25,301,"GOA",316.26
"1541",2018,2018-08-09,301,"GOA",175
"1542",2018,2018-08-09,301,"GOA",757.83
"1543",2018,2018-08-10,301,"GOA",502.45
"1544",2018,2018-08-10,301,"GOA",2930.99
"1545",2018,2018-08-12,301,"GOA",87.02
"1546",2018,2018-08-12,301,"GOA",122.13
"1547",2018,2018-08-12,301,"GOA",716.71
"1548",2018,2018-08-17,301,"GOA",49.06
"1549",2018,2018-08-06,301,"GOA",8580
"1550",2018,2018-08-06,301,"GOA",1982.38
"1551",2018,2018-08-07,301,"GOA",792.14
"1552",2018,2018-07-31,301,"GOA",12171.53
"1553",2018,2018-08-01,301,"GOA",1539.16
"1554",2018,2018-08-01,301,"GOA",597.17
"1555",2018,2018-08-01,301,"GOA",33614.1
"1556",2018,2018-08-01,301,"GOA",673.48
"1557",2018,2018-08-01,301,"GOA",18384.59
"1558",2018,2018-08-01,301,"GOA",1076.29
"1559",2018,2018-08-18,301,"GOA",727.44
"1560",2018,2018-08-18,301,"GOA",10448.27
"1561",2018,2018-08-19,301,"GOA",70.77
"1562",2018,2018-08-19,301,"GOA",363.97
"1563",2018,2018-08-19,301,"GOA",5322.26
"1564",2018,2018-08-19,301,"GOA",9706.48
"1565",2018,2018-08-20,301,"GOA",10324.89
"1566",2018,2018-08-20,301,"GOA",1233.41
"1567",2018,2018-08-20,301,"GOA",2233.23
"1568",2018,2018-05-06,301,"GOA",17127.42
"1569",2018,2018-05-06,301,"GOA",26195.39
"1570",2018,2018-05-09,301,"GOA",22254
"1571",2018,2018-05-09,301,"GOA",9719.65
"1572",2018,2018-05-09,301,"GOA",3635.74
"1573",2018,2018-08-20,301,"GOA",2549.13
"1574",2018,2018-07-25,301,"GOA",6998.69
"1575",2018,2018-10-02,301,"GOA",13557.4
"1576",2018,2018-10-02,301,"GOA",202.01
"1577",2018,2018-10-13,301,"GOA",329.24
"1578",2018,2018-05-12,301,"GOA",8549.35
"1579",2018,2018-05-12,301,"GOA",5317.37
"1580",2018,2018-05-12,301,"GOA",3422.71
"1581",2018,2018-05-13,301,"GOA",13058.26
"1582",2018,2018-05-17,301,"GOA",1764.09
"1583",2018,2018-07-06,301,"GOA",272.59
"1584",2018,2018-07-06,301,"GOA",5866.23
"1585",2018,2018-07-06,301,"GOA",7050.21
"1586",2018,2018-07-06,301,"GOA",19380.45
"1587",2018,2018-07-06,301,"GOA",957.23
"1588",2018,2018-07-07,301,"GOA",397.83
"1589",2018,2018-07-07,301,"GOA",5.9
"1590",2018,2018-07-07,301,"GOA",2869.49
"1591",2018,2018-07-07,301,"GOA",2358.32
"1592",2018,2018-07-07,301,"GOA",3005.07
"1593",2018,2018-07-07,301,"GOA",1336.3
"1594",2018,2018-04-12,301,"GOA",244.19
"1595",2018,2018-04-12,301,"GOA",66.01
"1596",2018,2018-04-13,301,"GOA",11.31
"1597",2018,2018-04-13,301,"GOA",44.05
"1598",2018,2018-04-14,301,"GOA",7921.86
"1599",2018,2018-04-14,301,"GOA",4377.39
"1600",2018,2018-04-15,301,"GOA",5331.61
"1601",2018,2018-04-16,301,"GOA",1182.37
"1602",2018,2018-08-10,301,"GOA",327.53
"1603",2018,2018-08-11,301,"GOA",438.1
"1604",2018,2018-10-12,301,"GOA",206.21
"1605",2018,2018-10-13,301,"GOA",350.74
"1606",2018,2018-08-28,301,"GOA",6649.98
"1607",2018,2018-08-29,301,"GOA",516.63
"1608",2018,2018-07-05,301,"GOA",18355.08
"1609",2018,2018-08-11,301,"GOA",36.49
"1610",2018,2018-08-11,301,"GOA",160.59
"1611",2018,2018-10-18,301,"GOA",540.96
"1612",2018,2018-10-18,301,"GOA",6785.48
"1613",2018,2018-04-02,301,"GOA",8756.24
"1614",2018,2018-04-03,301,"GOA",7185.31
"1615",2018,2018-04-04,301,"GOA",7998.91
"1616",2018,2018-04-04,301,"GOA",8170.2
"1617",2018,2018-04-04,301,"GOA",7876.16
"1618",2018,2018-04-05,301,"GOA",3472.62
"1619",2018,2018-04-06,301,"GOA",2461.04
"1620",2018,2018-04-06,301,"GOA",6843.51
"1621",2018,2018-04-07,301,"GOA",5886.07
"1622",2018,2018-04-07,301,"GOA",4169.29
"1623",2018,2018-04-08,301,"GOA",2846.81
"1624",2018,2018-10-22,301,"GOA",1428.37
"1625",2018,2018-10-22,301,"GOA",57.19
"1626",2018,2018-03-02,301,"GOA",26828.67
"1627",2018,2018-03-03,301,"GOA",701.94
"1628",2018,2018-03-03,301,"GOA",2394.45
"1629",2018,2018-06-04,301,"GOA",9701.02
"1630",2018,2018-06-04,301,"GOA",1588.96
"1631",2018,2018-06-04,301,"GOA",2136.08
"1632",2018,2018-06-04,301,"GOA",3716.52
"1633",2018,2018-06-04,301,"GOA",12065.79
"1634",2018,2018-07-25,301,"GOA",12951.6
"1635",2018,2018-07-26,301,"GOA",3990.56
"1636",2018,2018-07-26,301,"GOA",17370.04
"1637",2018,2018-07-26,301,"GOA",24221.67
"1638",2018,2018-07-26,301,"GOA",6227.25
"1639",2018,2018-08-26,301,"GOA",2675.79
"1640",2018,2018-08-26,301,"GOA",132.07
"1641",2018,2018-08-26,301,"GOA",103.04
"1642",2018,2018-06-09,301,"GOA",4944
"1643",2018,2018-06-09,301,"GOA",20240.99
"1644",2018,2018-06-09,301,"GOA",3988.26
"1645",2018,2018-06-09,301,"GOA",542.19
"1646",2018,2018-06-10,301,"GOA",12424
"1647",2018,2018-06-13,301,"GOA",3421.75
"1648",2018,2018-06-13,301,"GOA",15.21
"1649",2018,2018-06-13,301,"GOA",3985.44
"1650",2018,2018-06-14,301,"GOA",538.19
"1651",2018,2018-06-14,301,"GOA",5171.46
"1652",2018,2018-06-14,301,"GOA",6040.87
"1653",2018,2018-06-14,301,"GOA",19226.29
"1654",2018,2018-06-05,301,"GOA",3347.47
"1655",2018,2018-06-05,301,"GOA",15348.48
"1656",2018,2018-06-05,301,"GOA",12740.68
"1657",2018,2018-06-05,301,"GOA",4800.42
"1658",2018,2018-06-06,301,"GOA",19536
"1659",2018,2018-06-06,301,"GOA",3011.99
"1660",2018,2018-06-03,301,"GOA",8435.4
"1661",2018,2018-06-03,301,"GOA",4033.09
"1662",2018,2018-03-28,301,"GOA",1813.2
"1663",2018,2018-03-29,301,"GOA",126.28
"1664",2018,2018-04-01,301,"GOA",71.38
"1665",2018,2018-04-02,301,"GOA",317.71
"1666",2018,2018-04-02,301,"GOA",1719.72
"1667",2018,2018-04-03,301,"GOA",1315.61
"1668",2018,2018-09-05,301,"GOA",229.06
"1669",2018,2018-09-05,301,"GOA",54.9
"1670",2018,2018-06-05,301,"GOA",28148.76
"1671",2018,2018-06-07,301,"GOA",195.87
"1672",2018,2018-06-07,301,"GOA",179.61
"1673",2018,2018-06-07,301,"GOA",789.13
"1674",2018,2018-06-08,301,"GOA",5649.76
"1675",2018,2018-06-09,301,"GOA",15357.36
"1676",2018,2018-10-04,301,"GOA",5618.5
"1677",2018,2018-05-06,301,"GOA",31747.73
"1678",2018,2018-05-08,301,"GOA",45360
"1679",2018,2018-05-09,301,"GOA",45360
"1680",2018,2018-05-17,301,"GOA",20748.7
"1681",2018,2018-05-18,301,"GOA",30087.55
"1682",2018,2018-07-03,301,"GOA",22.73
"1683",2018,2018-03-03,301,"GOA",92.2
"1684",2018,2018-03-03,301,"GOA",158.56
"1685",2018,2018-03-28,301,"GOA",1160.72
"1686",2018,2018-07-25,301,"GOA",2824.09
"1687",2018,2018-07-25,301,"GOA",3778.9
"1688",2018,2018-07-26,301,"GOA",297.24
"1689",2018,2018-07-26,301,"GOA",2143.96
"1690",2018,2018-07-26,301,"GOA",60950.32
"1691",2018,2018-06-08,301,"GOA",1871.82
"1692",2018,2018-08-17,301,"GOA",16086.68
"1693",2018,2018-08-17,301,"GOA",1051.35
"1694",2018,2018-05-06,301,"GOA",4651.29
"1695",2018,2018-05-06,301,"GOA",596.98
"1696",2018,2018-05-06,301,"GOA",80.84
"1697",2018,2018-05-06,301,"GOA",663.47
"1698",2018,2018-05-06,301,"GOA",2598.02
"1699",2018,2018-05-06,301,"GOA",759.42
"1700",2018,2018-05-09,301,"GOA",58970
"1701",2018,2018-06-08,301,"GOA",15126.33
"1702",2018,2018-06-08,301,"GOA",18046.45
"1703",2018,2018-06-10,301,"GOA",10810.64
"1704",2018,2018-06-10,301,"GOA",5133.54
"1705",2018,2018-06-11,301,"GOA",9562.98
"1706",2018,2018-06-11,301,"GOA",19415.86
"1707",2018,2018-06-11,301,"GOA",7089.22
"1708",2018,2018-05-12,301,"GOA",107.23
"1709",2018,2018-04-20,301,"GOA",2855.06
"1710",2018,2018-04-22,301,"GOA",8243.64
"1711",2018,2018-05-13,301,"GOA",11690.57
"1712",2018,2018-05-15,301,"GOA",282.12
"1713",2018,2018-05-15,301,"GOA",3434.14
"1714",2018,2018-05-15,301,"GOA",482.74
"1715",2018,2018-05-16,301,"GOA",288.68
"1716",2018,2018-05-16,301,"GOA",357.79
"1717",2018,2018-05-17,301,"GOA",19194
"1718",2018,2018-05-17,301,"GOA",7872.31
"1719",2018,2018-05-17,301,"GOA",95.94
"1720",2018,2018-05-22,301,"GOA",148.38
"1721",2018,2018-05-22,301,"GOA",56.13
"1722",2018,2018-05-22,301,"GOA",20.06
"1723",2018,2018-05-22,301,"GOA",254.58
"1724",2018,2018-05-23,301,"GOA",315.41
"1725",2018,2018-05-23,301,"GOA",28.52
"1726",2018,2018-05-23,301,"GOA",617.2
"1727",2018,2018-05-23,301,"GOA",381.53
"1728",2018,2018-05-24,301,"GOA",129.56
"1729",2018,2018-05-24,301,"GOA",29.62
"1730",2018,2018-05-24,301,"GOA",14999
"1731",2018,2018-05-27,301,"GOA",5137.95
"1732",2018,2018-05-27,301,"GOA",5017.02
"1733",2018,2018-05-28,301,"GOA",520.89
"1734",2018,2018-05-28,301,"GOA",465.2
"1735",2018,2018-05-28,301,"GOA",188.25
"1736",2018,2018-05-30,301,"GOA",329.36
"1737",2018,2018-05-31,301,"GOA",285.9
"1738",2018,2018-05-31,301,"GOA",2805.99
"1739",2018,2018-06-01,301,"GOA",403.08
"1740",2018,2018-06-01,301,"GOA",193.23
"1741",2018,2018-04-22,301,"GOA",2002.79
"1742",2018,2018-04-22,301,"GOA",2653.39
"1743",2018,2018-05-02,301,"GOA",57.92
"1744",2018,2018-05-03,301,"GOA",107.4
"1745",2018,2018-06-01,301,"GOA",4652.53
"1746",2018,2018-06-04,301,"GOA",817.56
"1747",2018,2018-06-04,301,"GOA",21033.13
"1748",2018,2018-06-04,301,"GOA",18558.92
"1749",2018,2018-06-04,301,"GOA",8222.4
"1750",2018,2018-06-05,301,"GOA",4952.54
"1751",2018,2018-06-05,301,"GOA",5433.37
"1752",2018,2018-08-16,301,"GOA",66.11
"1753",2018,2018-08-16,301,"GOA",15290.78
"1754",2018,2018-05-02,301,"GOA",1624.2
"1755",2018,2018-05-02,301,"GOA",3745.88
"1756",2018,2018-05-02,301,"GOA",10716.25
"1757",2018,2018-05-02,301,"GOA",4122.17
"1758",2018,2018-05-18,301,"GOA",5116.32
"1759",2018,2018-05-25,301,"GOA",17.56
"1760",2018,2018-05-25,301,"GOA",65.17
"1761",2018,2018-10-01,301,"GOA",774.67
"1762",2018,2018-05-09,301,"GOA",14885.07
"1763",2018,2018-05-09,301,"GOA",5554
"1764",2018,2018-05-09,301,"GOA",12015
"1765",2018,2018-05-09,301,"GOA",16420
"1766",2018,2018-06-03,301,"GOA",606.2
"1767",2018,2018-06-03,301,"GOA",41.16
"1768",2018,2018-06-03,301,"GOA",3746.33
"1769",2018,2018-06-05,301,"GOA",1821.01
"1770",2018,2018-06-07,301,"GOA",2114.06
