year,n_s,n_h,AA_Index,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1993,1378,48,1,0.005644046303039594,0.017641573557574834,0.0215448025667278,0.037750068042605084,0.08421659459244096,0.1256306064414089,0.12615628474396548,0.17015480712250072,0.09632823714260891,0.04783165037911469,0.04676724440856668,0.03782771332815829,0.024001259742937733,0.025820876421418882,0.011129025092740805,0.03773035948967388,0.007958566110266192,0.0030157808884868817,0.002033030127216253,0.0018896420281164755,0.004509093776837607,0.002689750911656579,0.0038687945847914814,0.05786019219714527
1996,641,16,1,0.008261409063920287,0.016298627298457463,0.033322540765126425,0.03630307053073959,0.060818661520162125,0.04084905570108612,0.09178333791213127,0.13893891194101968,0.1800822828025159,0.1149218884311405,0.0862057622067453,0.036356157992416885,0.040491009164169804,0.026093793636133743,0.006415184054505943,0.012338746200773704,0.008420669032260693,0.014126093355731638,0.01196422830031335,0.002146995152759737,0.004302666227922237,0.0029463239144463956,0,0.02661258479552123
1999,855,73,1,0.00598637731538689,0.02054234251510111,0.04387694501221278,0.05182657408907653,0.026052641343038713,0.04284580588507852,0.05650317141164757,0.1047595467129363,0.05839036420551096,0.10840468690156901,0.14419840198359593,0.08596168214597137,0.06324754561522637,0.04717250238612482,0.034817107100859,0.02016249949449308,0.015033454480985142,0.0019717768218006832,0.013654939588949526,0.007710930691763422,0.008262246285085815,0.00938604268302192,0.0049523001357798194,0.0242801151947847
2003,985,99,1,0.01638197477499346,0.05604895435674943,0.05394182543730911,0.06997546549494571,0.040500029025214934,0.0545151822198263,0.10656498298133323,0.11695551243080789,0.056301590773707354,0.053926070049029634,0.04011115143615783,0.03704420107463086,0.05874587806049623,0.048591127945203,0.04295597344817534,0.033011900230140126,0.026812809274135752,0.01543623625381099,0.015143657305094595,0.010101160455436289,0.004673121952799955,0.004239101885379414,0.006801107221738166,0.03122098591288443
2005,1009,106,1,0.0016889694388697643,0.037005813933780704,0.05078290768536172,0.07768998224212043,0.06930760421110939,0.11865728965676059,0.06965262095620806,0.08725732025958809,0.0928293391284461,0.06340228510399586,0.03482817668587679,0.025523024098136095,0.029332499497297264,0.03922800028044521,0.0221640005957859,0.026944351032653965,0.03579427035772119,0.023738390092360298,0.021043972719931227,0.012832835083174421,0.018294166598804,0.003933106262906121,0.008358563580845801,0.02971051049782102
2007,1177,88,1,0.003320185859805712,0.020337413525276116,0.018245015741951472,0.04355339345154205,0.04147531509615833,0.05640478841598783,0.08892222254760775,0.12481304751495156,0.09379680163196824,0.06253840016069676,0.06438143791591339,0.04992302171445176,0.029623281666634426,0.026120548147057526,0.013429127706195438,0.01841527273831009,0.03886946545634535,0.027682921357660602,0.042619071352287145,0.024155169092451526,0.0224661814748083,0.015993233816255087,0.01765446546628343,0.0552602181494001
2009,418,85,1,0.004934096984659045,0.08691996562460863,0.044508069734333494,0.04862825001036505,0.025075418045647647,0.09639478511252428,0.06531097820861821,0.10570426033671793,0.047283676538583494,0.052564911737538085,0.07933505887752143,0.03451444935127622,0.0387221753461741,0.0471856026794708,0.01335066549215931,0.006292891366150504,0.014576512508082128,0.004719494787304169,0.012207483369042964,0.03163386262989234,0.06206044258628948,0.012859107288346019,0.02213822873107058,0.04307961265362409
2011,794,159,1,6.904172967797668e-4,0.02990513045742265,0.04599561666335513,0.12363149702990905,0.04207819959310797,0.035904504589309265,0.024050303075747147,0.07099451047202805,0.07327818764501852,0.10468616209020205,0.07284119037963648,0.0652444982496113,0.04692954311715088,0.036837964366363767,0.02358172322528616,0.01536081782779354,0.023981738725069545,0.02359166686168561,0.023174182654055655,0.01848722146183925,0.008844820166576426,0.018111178294441626,0.01885167415541353,0.05294725160219663
2013,858,84,1,1.377614294470627e-4,0.022420216403098034,0.012306984881484883,0.06678102016737383,0.05776452249234481,0.06504083837417415,0.057344030351286206,0.05858040168377717,0.04164160470581418,0.0672049996808295,0.06486380872274558,0.06926044899051419,0.05895855724073264,0.05304218276353306,0.030475047050194208,0.03130059657052723,0.03917717654786602,0.028606251975233782,0.024776031355116086,0.01883565990151412,0.009211142790964539,0.015171275859264774,0.016248595563086374,0.09085084449907754
2015,744,63,1,0.005749043239519588,0.027096136072762393,0.008050369700968575,0.061365871956283555,0.02399893826303866,0.07913985005643787,0.05387537587550801,0.10805586661393353,0.04939712098450807,0.037490574980604936,0.027353291471166462,0.0523398505119584,0.03259308531610988,0.057422503377627214,0.04512783812171149,0.04535503720655827,0.03506521043690707,0.01452252060889874,0.036580254948844704,0.03659970413374572,0.022491618780736748,0.01328561627648598,0.012669045768327426,0.11437527529735672
