"","Year","n_s","n_h","AA_Index","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"1",1990,578,37,1,0,0.000803858520900322,0.00451785294150599,0.0257069473542691,0.0461732639546535,0.0910957076224183,0.0723372559249282,0.0866688892001696,0.120598151535626,0.0668900005613017,0.0937469898672016,0.0653403319883785,0.102294680366263,0.0430874139051593,0.0156220276493733,0.0188249832194395,0.00870976478303775,0.00863774057081808,0.00774155885021548,0.00907298468893913,0.00249177369484579,0.00425530989896786,0.00384901184220845,0.101533501059379
"2",1998,513,49,1,0,0,0,0,0,0.00728784543898264,0.0102984021130861,0.0493332852586749,0.148640405550767,0.163598168036374,0.198156849293654,0.11524330850511,0.110761195010954,0.0556102063503715,0.0293629582716016,0.0360198694481399,0.0128378542840903,0.0137218937464935,0.0016507703595011,0.00361492367935955,0.00386872848354873,0.0108218766676772,0.00180306365192645,0.0273683958496871
"3",1999,376,195,1,0,0,0,0.00243040212107821,0.0209566946531153,0.0297061422889969,0.0317656284546758,0.0434177376349503,0.0514120081631575,0.186613163109583,0.189783046288178,0.122744863974456,0.0821747389893208,0.113176117097206,0.0546508160130821,0.0223024943100988,0.0173396315525116,0.00261235736008942,0.00307942996022978,0,0.00813599854435809,0.00729120636323464,0,0.0104075231216774
"4",2000,734,300,1,0,0,0.00457965325482499,0.0118035110674954,0.0340804747020852,0.0222374339827372,0.0546918122400154,0.0642231179638527,0.0564899219472776,0.0533643429302205,0.132736485033336,0.128116671733739,0.112147822417293,0.106317933472022,0.0622906695009089,0.0531855178918109,0.0322873930825087,0.0256978836920156,0.00861268859699995,0.00902353851399753,0.01114731082342,0.00417935301649143,0.00129995365827064,0.0114865104786768
"5",2001,521,227,1,0,0.00190799236803053,0.0027559889760441,0.00296798812804749,0.0251461279869166,0.0446332246417046,0.0286865397104956,0.0626593260182501,0.0633629257340425,0.0600115349446868,0.0623693941609567,0.125903104648859,0.139442800945874,0.0846124270742082,0.0857204473508393,0.0620328111296003,0.0660978331197118,0.0390968545666002,0.0167067795521986,0.0101721120742819,0.00339198643205427,0.00515551449499888,0,0.00716628594159781
"6",2002,370,237,1,0,0,0.00207028883053928,0.0235474314953208,0.0162398809924562,0.0378926335228092,0.115791528261231,0.085230618648615,0.107207321505443,0.103883993574408,0.0544832642727008,0.0674633257191814,0.0982351527730378,0.078674251130251,0.058275607044473,0.0566502612048792,0.0329886404704101,0.0329290922513991,0.00917703877659721,0.00183870900340579,0.00416199971845296,0.00229751565340335,0.00183870900340579,0.00912273614757961
"7",2004,802,261,1,0,0,0.00178213856627954,0.00680604604313054,0.0511194863517651,0.0399430200339807,0.0493713741779296,0.167384395527498,0.181432847610802,0.0673949541511197,0.0732076312757946,0.0676065756999978,0.0356839474012381,0.0364346143517487,0.0489401915842974,0.0492954962834914,0.0412381528396419,0.0287783671062155,0.0207403840627288,0.00835772618666809,0.00752998968104956,0.00578029804864719,0.00588708460294434,0.00528527841303172
"8",2005,727,242,1,0,0.00153643546971027,0.00175592625109745,0.0107705417548934,0.0201888587643924,0.0853185547684988,0.0834124153781337,0.103244295062996,0.144096224223709,0.115993773455307,0.0770768739908524,0.0484364056703663,0.0452497824884539,0.0204494852165087,0.0305107212026184,0.0511325230220593,0.0415298548404635,0.031706882203341,0.0254668064107023,0.0241738364571179,0.0116995660312735,0.00776277160311493,0.0059624824974328,0.012524983236957
"9",2006,734,249,1,0,0,0.00154350762106888,0.00136128797135936,0.04859193157476,0.0907986658420015,0.118548215364473,0.108654091427048,0.0826787321106829,0.106446417086956,0.0877354251689056,0.0587828820707493,0.0353806493631982,0.034614302649403,0.0248557698243798,0.026649874782439,0.0361172851550952,0.0360792121369064,0.0270334227405966,0.0251749780028667,0.00945011785861407,0.0139026343534683,0.00972329016598006,0.0158773067290477
