year,performance,specimen_type,haul_join,port_join,species,fmp_gear,fmp_area,fmp_subarea,age,length,weight
2000,3,1,1110709,NA,301,TRW,GOA,CG,8,35,NA
2000,3,1,1110709,NA,301,TRW,GOA,CG,11,36,NA
2000,3,1,1110709,NA,301,TRW,GOA,CG,9,36,NA
2000,1,1,1110719,NA,301,TRW,GOA,CG,10,37,NA
2000,1,1,1110723,NA,301,TRW,GOA,CG,10,37,NA
2000,1,1,1110723,NA,301,TRW,GOA,CG,10,39,NA
2000,NA,1,NA,99456,301,TRW,GOA,CG,14,35,0.55
2000,NA,1,NA,99456,301,TRW,GOA,CG,14,38,0.8
2000,NA,1,NA,99456,301,TRW,GOA,CG,19,40,0.75
2000,1,1,1110828,NA,301,TRW,GOA,CG,13,40,0.7
2000,1,1,1110828,NA,301,TRW,GOA,CG,20,42,0.95
2000,1,1,1109043,NA,301,TRW,GOA,CG,13,36,0.7
2000,1,1,1109043,NA,301,TRW,GOA,CG,13,39,0.95
2000,1,1,1109043,NA,301,TRW,GOA,CG,12,39,0.95
2000,1,1,1109055,NA,301,TRW,GOA,CG,13,38,1
2000,1,1,1115904,NA,301,TRW,GOA,CG,14,34,0.55
2000,1,1,1115904,NA,301,TRW,GOA,CG,14,34,0.6
2000,1,1,1115904,NA,301,TRW,GOA,CG,15,36,0.6
2000,1,1,1115921,NA,301,TRW,GOA,CG,9,35,0.55
2000,1,1,1115921,NA,301,TRW,GOA,CG,11,37,0.75
2000,1,1,1109051,NA,301,TRW,GOA,CG,10,37,0.85
2000,1,1,1109051,NA,301,TRW,GOA,CG,9,37,0.95
2000,1,1,1109051,NA,301,TRW,GOA,CG,9,39,0.95
2000,1,1,1118666,NA,301,TRW,GOA,WG,6,32,NA
2000,1,1,1118666,NA,301,TRW,GOA,WG,8,36,NA
2000,1,1,1118666,NA,301,TRW,GOA,WG,8,36,NA
2000,1,1,1118666,NA,301,TRW,GOA,WG,11,37,NA
2000,1,1,1118666,NA,301,TRW,GOA,WG,12,37,NA
2000,1,1,1109861,NA,301,TRW,GOA,CG,14,36,0.7
2000,1,1,1109861,NA,301,TRW,GOA,CG,14,38,0.65
2000,1,1,1109861,NA,301,TRW,GOA,CG,15,42,0.9
2000,1,1,1115626,NA,301,TRW,GOA,CG,17,34,0.4
2000,1,1,1115626,NA,301,TRW,GOA,CG,15,36,0.65
2000,1,1,1115606,NA,301,TRW,GOA,CG,21,37,0.8
2000,NA,1,NA,99750,301,TRW,GOA,CG,16,35,0.6
2000,NA,1,NA,99750,301,TRW,GOA,CG,14,36,0.6
2000,NA,1,NA,99750,301,TRW,GOA,CG,21,36,0.6
2000,1,1,1099732,NA,301,TRW,GOA,CG,19,40,0.4
2000,1,1,1099732,NA,301,TRW,GOA,CG,16,40,0.4
2000,1,1,1099732,NA,301,TRW,GOA,CG,19,40,0.6
2000,NA,1,NA,99653,301,TRW,GOA,CG,18,42,0.95
2000,NA,1,NA,99838,301,TRW,GOA,CG,15,39,0.7
2000,NA,1,NA,99838,301,TRW,GOA,CG,8,37,0.65
2000,NA,1,NA,99838,301,TRW,GOA,CG,10,38,0.6
2000,1,1,1110698,NA,301,TRW,GOA,CG,16,38,NA
2000,1,1,1110698,NA,301,TRW,GOA,CG,12,39,NA
2000,1,1,1110698,NA,301,TRW,GOA,CG,16,39,NA
2000,3,1,1110725,NA,301,TRW,GOA,CG,24,39,NA
2000,3,1,1110725,NA,301,TRW,GOA,CG,15,41,NA
2000,3,1,1110725,NA,301,TRW,GOA,CG,19,42,NA
2000,1,1,1110697,NA,301,TRW,GOA,CG,14,38,NA
2000,1,1,1110697,NA,301,TRW,GOA,CG,13,40,NA
2000,1,1,1110715,NA,301,TRW,GOA,CG,14,38,NA
2000,1,1,1110715,NA,301,TRW,GOA,CG,13,39,NA
2000,3,1,1110708,NA,301,TRW,GOA,CG,10,37,NA
2000,3,1,1110708,NA,301,TRW,GOA,CG,8,38,NA
2000,5,1,1120900,NA,301,TRW,GOA,CG,19,37,0.75
2000,1,1,1113689,NA,301,TRW,GOA,CG,48,45,1.25
2000,1,1,1112955,NA,301,TRW,GOA,CG,15,35,0.55
2000,1,1,1112955,NA,301,TRW,GOA,CG,17,36,0.61
2000,1,1,1112955,NA,301,TRW,GOA,CG,22,39,0.69
2000,1,1,1112968,NA,301,TRW,GOA,CG,17,36,0.57
2000,1,1,1112934,NA,301,TRW,GOA,CG,10,28,0.36
2000,1,1,1112961,NA,301,TRW,GOA,CG,18,36,0.57
2000,1,1,1112961,NA,301,TRW,GOA,CG,18,38,0.64
2000,1,1,1111322,NA,301,TRW,GOA,CG,8,35,0.6
2000,1,1,1111322,NA,301,TRW,GOA,CG,12,38,0.65
2000,1,1,1112985,NA,301,TRW,GOA,CG,13,38,0.72
2000,1,1,1112985,NA,301,TRW,GOA,CG,13,39,0.73
2000,1,1,1111303,NA,301,TRW,GOA,CG,7,33,0.5
2000,1,1,1112933,NA,301,TRW,GOA,CG,8,35,0.52
2000,1,1,1112933,NA,301,TRW,GOA,CG,18,40,0.81
2000,1,1,1119933,NA,301,TRW,GOA,CG,12,32,0.5
2000,1,1,1119927,NA,301,TRW,GOA,WG,8,32,0.5
2000,1,1,1119927,NA,301,TRW,GOA,WG,11,36,0.6
2000,1,1,1119942,NA,301,TRW,GOA,CG,11,32,0.5
2000,1,1,1112934,NA,301,TRW,GOA,CG,15,34,0.57
2000,1,1,1110724,NA,301,TRW,GOA,CG,9,36,NA
2000,1,1,1110720,NA,301,TRW,GOA,CG,12,40,NA
2000,1,1,1110720,NA,301,TRW,GOA,CG,12,40,NA
2000,1,1,1110695,NA,301,TRW,GOA,CG,13,40,NA
2000,1,1,1110695,NA,301,TRW,GOA,CG,20,41,NA
2000,1,1,1110695,NA,301,TRW,GOA,CG,12,41,NA
2000,1,1,1110702,NA,301,TRW,GOA,CG,12,38,NA
2000,1,1,1110716,NA,301,TRW,GOA,CG,14,39,NA
2000,1,1,1110716,NA,301,TRW,GOA,CG,19,40,NA
2000,1,1,1110716,NA,301,TRW,GOA,CG,13,40,NA
2000,1,1,1110701,NA,301,TRW,GOA,CG,14,40,NA
2000,1,1,1110696,NA,301,TRW,GOA,CG,17,38,NA
2000,1,1,1110696,NA,301,TRW,GOA,CG,15,39,NA
2000,1,1,1110714,NA,301,TRW,GOA,CG,15,37,NA
2001,1,1,1185078,NA,301,TRW,GOA,WG,7,30,0.45
2001,1,1,1185078,NA,301,TRW,GOA,WG,16,40,0.8
2001,1,1,1175629,NA,301,TRW,GOA,CG,14,38,0.62
2001,1,1,1175629,NA,301,TRW,GOA,CG,13,39,0.62
2001,1,1,1175629,NA,301,TRW,GOA,CG,14,39,0.7
2001,NA,1,NA,107356,301,TRW,GOA,CG,7,35,0.65
2001,NA,1,NA,107356,301,TRW,GOA,CG,13,36,0.7
2001,NA,1,NA,107356,301,TRW,GOA,CG,13,36,0.73
2001,NA,1,NA,107356,301,TRW,GOA,CG,15,38,0.85
2001,NA,1,NA,107356,301,TRW,GOA,CG,13,40,1
2001,1,1,1175537,NA,301,TRW,GOA,CG,10,35,0.5
2001,1,1,1175528,NA,301,TRW,GOA,CG,14,40,0.4
2001,1,1,1175625,NA,301,TRW,GOA,CG,9,37,0.6
2001,1,1,1175625,NA,301,TRW,GOA,CG,9,38,0.8
2001,1,1,1175625,NA,301,TRW,GOA,CG,16,39,0.8
2001,1,1,1175523,NA,301,TRW,GOA,CG,13,37,NA
2001,1,1,1175523,NA,301,TRW,GOA,CG,10,38,NA
2001,1,1,1175523,NA,301,TRW,GOA,CG,12,38,NA
2001,1,1,1174412,NA,301,TRW,GOA,CG,11,34,0.54
2001,1,1,1174412,NA,301,TRW,GOA,CG,12,34,0.55
2001,1,1,1174412,NA,301,TRW,GOA,CG,12,39,0.78
2001,NA,1,NA,108484,301,TRW,GOA,CG,13,40,0.95
2001,NA,1,NA,108484,301,TRW,GOA,CG,15,40,0.95
2001,NA,1,NA,108481,301,TRW,GOA,CG,14,40,1
2001,NA,1,NA,108484,301,TRW,GOA,CG,12,41,1
2001,NA,1,NA,108490,301,TRW,GOA,CG,13,41,1
2001,NA,1,NA,108480,301,TRW,GOA,CG,13,37,0.6
2001,NA,1,NA,108480,301,TRW,GOA,CG,13,39,0.7
2001,NA,1,NA,108480,301,TRW,GOA,CG,11,41,0.8
2001,NA,1,NA,108480,301,TRW,GOA,CG,18,42,0.95
2001,NA,1,NA,108480,301,TRW,GOA,CG,17,42,0.95
2001,NA,1,NA,108481,301,TRW,GOA,CG,6,30,0.55
2001,NA,1,NA,108490,301,TRW,GOA,CG,8,35,0.5
2001,NA,1,NA,108487,301,TRW,GOA,CG,9,36,0.55
2001,NA,1,NA,108487,301,TRW,GOA,CG,9,37,0.65
2001,NA,1,NA,108490,301,TRW,GOA,CG,11,37,0.65
2001,NA,1,NA,108490,301,TRW,GOA,CG,9,37,0.7
2001,NA,1,NA,108481,301,TRW,GOA,CG,12,37,0.75
2001,NA,1,NA,108484,301,TRW,GOA,CG,10,38,0.75
2001,NA,1,NA,108481,301,TRW,GOA,CG,10,38,0.8
2001,NA,1,NA,108484,301,TRW,GOA,CG,11,38,0.95
2001,NA,1,NA,108490,301,TRW,GOA,CG,14,39,0.8
2001,NA,1,NA,108481,301,TRW,GOA,CG,13,39,0.9
2001,NA,1,NA,108487,301,TRW,GOA,CG,12,39,0.9
2001,1,1,1174439,NA,301,TRW,GOA,CG,7,32,0.39
2001,1,1,1174439,NA,301,TRW,GOA,CG,8,33,0.56
2001,1,1,1174439,NA,301,TRW,GOA,CG,16,40,1.02
2001,1,1,1175114,NA,301,TRW,GOA,CG,11,36,0.66
2001,1,1,1169796,NA,301,TRW,GOA,CG,11,39,0.71
2001,1,1,1175114,NA,301,TRW,GOA,CG,15,38,0.7
2001,1,1,1174446,NA,301,TRW,GOA,CG,17,37,0.7
2001,1,1,1174446,NA,301,TRW,GOA,CG,23,41,0.85
2001,1,1,1175108,NA,301,TRW,GOA,CG,7,32,0.42
2001,1,1,1175108,NA,301,TRW,GOA,CG,10,37,0.69
2001,1,1,1174448,NA,301,TRW,GOA,CG,13,39,0.78
2001,1,1,1174448,NA,301,TRW,GOA,CG,18,40,0.91
2001,1,1,1174458,NA,301,TRW,GOA,CG,17,37,0.66
2001,1,1,1174458,NA,301,TRW,GOA,CG,18,39,0.62
2001,1,1,1174458,NA,301,TRW,GOA,CG,15,39,0.63
2001,1,1,1174322,NA,301,TRW,GOA,CG,16,37,0.7
2001,1,1,1174326,NA,301,TRW,GOA,CG,9,37,0.65
2001,1,1,1174596,NA,301,TRW,GOA,CG,13,38,0.66
2001,1,1,1174323,NA,301,TRW,GOA,CG,12,38,0.75
2001,1,1,1174322,NA,301,TRW,GOA,CG,14,35,0.6
2001,1,1,1174327,NA,301,TRW,GOA,CG,16,38,0.81
2001,1,1,1174327,NA,301,TRW,GOA,CG,19,40,0.83
2001,1,1,1174310,NA,301,TRW,GOA,CG,11,37,0.67
2001,1,1,1174310,NA,301,TRW,GOA,CG,14,38,0.7
2001,1,1,1174310,NA,301,TRW,GOA,CG,14,39,0.76
2001,1,1,1174304,NA,301,TRW,GOA,CG,10,35,0.58
2001,1,1,1174304,NA,301,TRW,GOA,CG,9,38,0.69
2001,1,1,1174304,NA,301,TRW,GOA,CG,16,38,0.71
2001,1,1,1174325,NA,301,TRW,GOA,CG,7,32,0.47
2001,1,1,1176028,NA,301,TRW,GOA,CG,7,30,0.8
2001,1,1,1176028,NA,301,TRW,GOA,CG,16,39,1.35
2001,1,1,1175961,NA,301,TRW,GOA,CG,12,39,0.7
2001,1,1,1175961,NA,301,TRW,GOA,CG,17,39,0.8
2001,1,1,1175961,NA,301,TRW,GOA,CG,18,39,0.85
2001,1,1,1176010,NA,301,TRW,GOA,CG,6,28,0.3
2001,1,1,1176010,NA,301,TRW,GOA,CG,7,30,0.4
2001,1,1,1176010,NA,301,TRW,GOA,CG,9,33,0.5
2001,1,1,1180795,NA,301,TRW,GOA,CG,14,37,0.75
2001,1,1,1174295,NA,301,TRW,GOA,CG,7,35,0.49
2001,1,1,1174295,NA,301,TRW,GOA,CG,11,37,0.61
2001,1,1,1174295,NA,301,TRW,GOA,CG,17,40,0.76
2001,1,1,1175786,NA,301,TRW,GOA,CG,10,35,0.6
2001,1,1,1175786,NA,301,TRW,GOA,CG,11,36,0.67
2001,1,1,1182647,NA,301,TRW,GOA,WY,11,36,NA
2001,1,1,1182647,NA,301,TRW,GOA,WY,14,39,NA
2001,1,1,1182647,NA,301,TRW,GOA,WY,12,36,NA
2001,1,1,1182665,NA,301,TRW,GOA,WY,13,36,0.58
2001,1,1,1182665,NA,301,TRW,GOA,WY,17,36,0.6
2001,1,1,1175870,NA,301,TRW,GOA,WY,18,37,0.65
2001,1,1,1175870,NA,301,TRW,GOA,WY,15,38,0.75
2001,1,1,1175870,NA,301,TRW,GOA,WY,18,39,0.8
2001,1,1,1172832,NA,301,TRW,GOA,WG,6,33,0.47
2001,1,1,1172832,NA,301,TRW,GOA,WG,6,34,0.5
2001,1,1,1174436,NA,301,TRW,GOA,CG,7,34,0.61
2001,1,1,1175109,NA,301,TRW,GOA,CG,6,27,0.29
2001,1,1,1175109,NA,301,TRW,GOA,CG,10,37,0.8
2001,1,1,1174313,NA,301,TRW,GOA,CG,13,37,0.67
2001,1,1,1174313,NA,301,TRW,GOA,CG,16,39,0.81
2001,1,1,1174313,NA,301,TRW,GOA,CG,18,40,0.93
2001,1,1,1178430,NA,301,TRW,GOA,CG,13,35,0.8
2001,1,1,1178430,NA,301,TRW,GOA,CG,14,37,0.7
2001,1,1,1176023,NA,301,TRW,GOA,CG,11,38,1.04
2001,1,1,1176023,NA,301,TRW,GOA,CG,14,39,1.1
2001,1,1,1176023,NA,301,TRW,GOA,CG,13,40,1.1
2001,1,1,1175956,NA,301,TRW,GOA,CG,10,36,0.6
2001,1,1,1175956,NA,301,TRW,GOA,CG,16,39,0.8
2001,1,1,1175956,NA,301,TRW,GOA,CG,18,40,0.8
2001,1,1,1175956,NA,301,TRW,GOA,CG,19,42,1.05
2001,1,1,1176030,NA,301,TRW,GOA,CG,15,37,1.3
2001,NA,1,NA,107355,301,TRW,GOA,CG,4,23,0.2
2001,NA,1,NA,107355,301,TRW,GOA,CG,7,31,0.45
2001,NA,1,NA,107355,301,TRW,GOA,CG,11,36,0.7
2001,NA,1,NA,107355,301,TRW,GOA,CG,12,38,0.78
2001,NA,1,NA,107346,301,TRW,GOA,CG,12,38,0.8
2001,NA,1,NA,107346,301,TRW,GOA,CG,14,38,0.82
2001,NA,1,NA,107355,301,TRW,GOA,CG,13,38,0.83
2001,NA,1,NA,107346,301,TRW,GOA,CG,11,39,0.85
2001,NA,1,NA,107353,301,TRW,GOA,CG,9,34,0.7
2001,NA,1,NA,107354,301,TRW,GOA,CG,9,35,0.7
2001,NA,1,NA,107352,301,TRW,GOA,CG,11,36,0.7
2001,NA,1,NA,107345,301,TRW,GOA,CG,11,36,0.7
2001,NA,1,NA,107345,301,TRW,GOA,CG,13,36,0.7
2001,NA,1,NA,107352,301,TRW,GOA,CG,16,36,0.7
2001,NA,1,NA,107354,301,TRW,GOA,CG,14,36,0.7
2001,NA,1,NA,107354,301,TRW,GOA,CG,12,36,0.73
2001,NA,1,NA,107353,301,TRW,GOA,CG,14,36,0.75
2001,NA,1,NA,107353,301,TRW,GOA,CG,11,36,0.75
2001,NA,1,NA,107352,301,TRW,GOA,CG,13,37,0.7
2001,NA,1,NA,107348,301,TRW,GOA,CG,9,37,0.73
2001,NA,1,NA,107363,301,TRW,GOA,CG,14,37,0.78
2001,NA,1,NA,107352,301,TRW,GOA,CG,10,38,0.75
2001,NA,1,NA,107354,301,TRW,GOA,CG,17,38,0.78
2001,NA,1,NA,107357,301,TRW,GOA,CG,12,38,0.8
2001,NA,1,NA,107363,301,TRW,GOA,CG,17,38,0.8
2001,NA,1,NA,107345,301,TRW,GOA,CG,13,38,0.85
2001,NA,1,NA,107363,301,TRW,GOA,CG,16,38,0.85
2001,1,1,1179389,NA,301,TRW,GOA,WG,8,30,0.48
2001,NA,1,NA,107363,301,TRW,GOA,CG,12,38,0.85
2001,NA,1,NA,107353,301,TRW,GOA,CG,13,38,0.87
2001,NA,1,NA,107354,301,TRW,GOA,CG,17,39,0.8
2001,NA,1,NA,107363,301,TRW,GOA,CG,15,39,0.9
2001,NA,1,NA,107353,301,TRW,GOA,CG,13,39,0.93
2001,NA,1,NA,107357,301,TRW,GOA,CG,18,40,0.9
2001,NA,1,NA,107345,301,TRW,GOA,CG,17,40,0.95
2001,NA,1,NA,107348,301,TRW,GOA,CG,17,40,0.95
2001,NA,1,NA,107352,301,TRW,GOA,CG,13,40,0.95
2001,NA,1,NA,107358,301,TRW,GOA,CG,15,40,0.95
2001,NA,1,NA,107358,301,TRW,GOA,CG,16,41,1.03
2001,1,1,1176012,NA,301,TRW,GOA,CG,14,38,0.8
2001,1,1,1176012,NA,301,TRW,GOA,CG,14,38,0.9
2001,1,1,1176012,NA,301,TRW,GOA,CG,17,41,1.05
2001,5,1,1180793,NA,301,TRW,GOA,CG,16,37,0.7
2001,5,1,1180793,NA,301,TRW,GOA,CG,18,38,0.8
2001,5,1,1180793,NA,301,TRW,GOA,CG,12,38,0.9
2001,1,1,1180807,NA,301,TRW,GOA,CG,8,35,0.65
2001,1,1,1180807,NA,301,TRW,GOA,CG,14,40,0.8
2001,1,1,1180804,NA,301,TRW,GOA,CG,12,36,0.7
2001,NA,1,NA,107259,301,TRW,GOA,CG,12,36,0.6
2001,NA,1,NA,107264,301,TRW,GOA,CG,14,36,0.6
2001,NA,1,NA,107279,301,TRW,GOA,CG,11,36,0.6
2001,NA,1,NA,107276,301,TRW,GOA,CG,15,36,0.65
2001,NA,1,NA,107278,301,TRW,GOA,CG,13,36,0.65
2001,NA,1,NA,107276,301,TRW,GOA,CG,10,36,0.65
2001,NA,1,NA,107278,301,TRW,GOA,CG,15,36,0.65
2001,NA,1,NA,107280,301,TRW,GOA,CG,15,37,0.6
2001,NA,1,NA,107260,301,TRW,GOA,CG,9,37,0.65
2001,NA,1,NA,107262,301,TRW,GOA,CG,9,37,0.65
2001,NA,1,NA,107277,301,TRW,GOA,CG,13,37,0.65
2001,NA,1,NA,107259,301,TRW,GOA,CG,13,37,0.65
2001,NA,1,NA,107264,301,TRW,GOA,CG,14,37,0.7
2001,NA,1,NA,107279,301,TRW,GOA,CG,12,37,0.75
2001,NA,1,NA,107262,301,TRW,GOA,CG,13,37,0.8
2001,NA,1,NA,107262,301,TRW,GOA,CG,13,38,0.7
2001,NA,1,NA,107264,301,TRW,GOA,CG,18,38,0.7
2001,NA,1,NA,107277,301,TRW,GOA,CG,13,38,0.7
2001,NA,1,NA,107283,301,TRW,GOA,CG,16,38,0.7
2001,NA,1,NA,107279,301,TRW,GOA,CG,13,38,0.75
2001,NA,1,NA,107280,301,TRW,GOA,CG,19,38,0.75
2001,NA,1,NA,107275,301,TRW,GOA,CG,14,38,0.8
2001,1,1,1175533,NA,301,TRW,GOA,CG,18,37,0.7
2001,1,1,1175640,NA,301,TRW,GOA,CG,15,39,0.73
2001,NA,1,NA,107283,301,TRW,GOA,CG,14,38,0.8
2001,NA,1,NA,107279,301,TRW,GOA,CG,11,38,0.85
2001,NA,1,NA,107260,301,TRW,GOA,CG,15,39,0.7
2001,NA,1,NA,107262,301,TRW,GOA,CG,18,39,0.7
2001,NA,1,NA,107264,301,TRW,GOA,CG,17,39,0.7
2001,NA,1,NA,107259,301,TRW,GOA,CG,13,39,0.75
2001,NA,1,NA,107275,301,TRW,GOA,CG,15,39,0.75
2001,NA,1,NA,107280,301,TRW,GOA,CG,12,39,0.75
2001,NA,1,NA,107276,301,TRW,GOA,CG,17,39,0.75
2001,NA,1,NA,107277,301,TRW,GOA,CG,14,39,0.75
2001,NA,1,NA,107277,301,TRW,GOA,CG,15,39,0.75
2001,NA,1,NA,107283,301,TRW,GOA,CG,14,39,0.8
2001,1,1,1186920,NA,301,TRW,GOA,CG,14,30,NA
2001,1,1,1186920,NA,301,TRW,GOA,CG,12,35,NA
2001,1,1,1186924,NA,301,TRW,GOA,CG,16,38,0.9
2001,1,1,1171423,NA,301,TRW,GOA,CG,10,36,0.7
2001,1,1,1174417,NA,301,TRW,GOA,CG,10,37,0.68
2001,1,1,1174417,NA,301,TRW,GOA,CG,9,37,0.74
2001,1,1,1174417,NA,301,TRW,GOA,CG,14,41,0.95
2001,1,1,1175623,NA,301,TRW,GOA,CG,11,36,0.6
2001,5,1,1174407,NA,301,TRW,GOA,CG,16,37,0.7
2001,5,1,1174407,NA,301,TRW,GOA,CG,14,37,0.8
2001,NA,1,NA,107259,301,TRW,GOA,CG,19,42,0.9
2001,NA,1,NA,107278,301,TRW,GOA,CG,19,42,0.9
2001,NA,1,NA,107280,301,TRW,GOA,CG,19,42,0.9
2001,NA,1,NA,107275,301,TRW,GOA,CG,26,42,0.95
2001,NA,1,NA,107275,301,TRW,GOA,CG,20,42,1
2001,NA,1,NA,107277,301,TRW,GOA,CG,14,39,0.8
2001,NA,1,NA,107283,301,TRW,GOA,CG,18,39,0.8
2001,NA,1,NA,107278,301,TRW,GOA,CG,15,40,0.8
2001,NA,1,NA,107260,301,TRW,GOA,CG,18,40,0.8
2001,NA,1,NA,107259,301,TRW,GOA,CG,17,40,0.85
2001,NA,1,NA,107262,301,TRW,GOA,CG,19,40,0.85
2001,NA,1,NA,107283,301,TRW,GOA,CG,14,40,0.85
2001,NA,1,NA,107260,301,TRW,GOA,CG,17,40,0.85
2001,NA,1,NA,107280,301,TRW,GOA,CG,15,40,0.9
2001,NA,1,NA,107275,301,TRW,GOA,CG,24,40,0.9
2001,NA,1,NA,107276,301,TRW,GOA,CG,19,41,0.9
2001,NA,1,NA,107278,301,TRW,GOA,CG,9,31,0.35
2001,NA,1,NA,107260,301,TRW,GOA,CG,7,32,0.45
2001,NA,1,NA,107279,301,TRW,GOA,CG,7,33,0.5
2001,NA,1,NA,107276,301,TRW,GOA,CG,15,34,0.6
2001,NA,1,NA,107264,301,TRW,GOA,CG,13,35,0.55
2001,5,1,1178441,NA,301,TRW,GOA,CG,17,34,0.65
2001,5,1,1178441,NA,301,TRW,GOA,CG,17,35,0.65
2001,1,1,1174587,NA,301,TRW,GOA,CG,11,35,0.64
2001,1,1,1174587,NA,301,TRW,GOA,CG,14,38,0.69
2001,1,1,1174589,NA,301,TRW,GOA,CG,14,35,0.66
2001,1,1,1174589,NA,301,TRW,GOA,CG,13,37,0.64
2001,1,1,1174589,NA,301,TRW,GOA,CG,17,39,0.85
2001,1,1,1174868,NA,301,TRW,GOA,CG,17,44,1
2001,1,1,1176007,NA,301,TRW,GOA,CG,9,35,0.65
2001,1,1,1176007,NA,301,TRW,GOA,CG,15,37,0.8
2001,1,1,1176007,NA,301,TRW,GOA,CG,16,40,0.9
2001,1,1,1175994,NA,301,TRW,GOA,CG,11,37,0.65
2001,1,1,1175994,NA,301,TRW,GOA,CG,16,38,0.65
2001,1,1,1175994,NA,301,TRW,GOA,CG,16,39,0.75
2001,1,1,1175994,NA,301,TRW,GOA,CG,19,42,0.95
2001,5,1,1174411,NA,301,TRW,GOA,CG,12,34,0.6
2001,5,1,1174411,NA,301,TRW,GOA,CG,15,36,0.64
2001,1,1,1175639,NA,301,TRW,GOA,CG,15,40,0.78
2001,1,1,1175875,NA,301,TRW,GOA,WY,11,34,0.55
2001,1,1,1175875,NA,301,TRW,GOA,WY,10,35,0.55
2001,1,1,1175875,NA,301,TRW,GOA,WY,13,35,0.6
2001,1,1,1175875,NA,301,TRW,GOA,WY,16,36,0.6
2001,2,1,1169795,NA,301,TRW,GOA,CG,11,36,0.6
2001,2,1,1169795,NA,301,TRW,GOA,CG,9,37,0.66
2001,2,1,1169795,NA,301,TRW,GOA,CG,13,40,0.8
2001,1,1,1175113,NA,301,TRW,GOA,CG,16,39,0.78
2001,1,1,1175113,NA,301,TRW,GOA,CG,15,39,0.8
2001,1,1,1174434,NA,301,TRW,GOA,CG,9,35,0.63
2001,1,1,1174434,NA,301,TRW,GOA,CG,13,39,0.69
2001,1,1,1174434,NA,301,TRW,GOA,CG,13,40,0.88
2001,1,1,1174320,NA,301,TRW,GOA,CG,7,35,0.53
2001,1,1,1174320,NA,301,TRW,GOA,CG,15,38,0.68
2001,4,1,1178456,NA,301,TRW,GOA,CG,13,36,0.75
2001,4,1,1178456,NA,301,TRW,GOA,CG,14,39,0.9
2001,1,1,1175989,NA,301,TRW,GOA,CG,16,38,0.75
2001,1,1,1175989,NA,301,TRW,GOA,CG,19,39,0.75
2001,1,1,1180803,NA,301,TRW,GOA,CG,16,34,0.65
2001,1,1,1180794,NA,301,TRW,GOA,CG,14,39,0.8
2001,1,1,1180794,NA,301,TRW,GOA,CG,13,40,0.9
2001,1,1,1180794,NA,301,TRW,GOA,CG,19,40,0.9
2001,1,1,1180820,NA,301,TRW,GOA,WG,12,34,0.65
2001,1,1,1176017,NA,301,TRW,GOA,CG,13,37,0.85
2001,1,1,1176017,NA,301,TRW,GOA,CG,13,38,0.9
2001,1,1,1180811,NA,301,TRW,GOA,CG,10,36,0.7
2001,1,1,1180811,NA,301,TRW,GOA,CG,10,37,0.8
2001,1,1,1180811,NA,301,TRW,GOA,CG,13,38,0.75
2001,1,1,1186929,NA,301,TRW,GOA,CG,12,34,1.2
2001,1,1,1182653,NA,301,TRW,GOA,WY,19,38,0.64
2001,1,1,1182653,NA,301,TRW,GOA,WY,18,38,0.7
2001,1,1,1186929,NA,301,TRW,GOA,CG,15,36,1.3
2001,1,1,1186929,NA,301,TRW,GOA,CG,12,37,1.3
2001,1,1,1175602,NA,301,TRW,GOA,CG,7,30,NA
2001,1,1,1175602,NA,301,TRW,GOA,CG,6,31,NA
2001,1,1,1175602,NA,301,TRW,GOA,CG,7,33,NA
2001,1,1,1175626,NA,301,TRW,GOA,CG,15,38,0.75
2001,1,1,1175626,NA,301,TRW,GOA,CG,18,39,0.8
2001,1,1,1175626,NA,301,TRW,GOA,CG,19,39,0.8
2001,1,1,1175529,NA,301,TRW,GOA,CG,19,40,0.7
2001,1,1,1174294,NA,301,TRW,GOA,CG,10,36,0.56
2001,1,1,1174294,NA,301,TRW,GOA,CG,12,37,0.58
2001,1,1,1175532,NA,301,TRW,GOA,CG,18,39,0.8
2001,1,1,1175532,NA,301,TRW,GOA,CG,16,39,0.8
2001,1,1,1175532,NA,301,TRW,GOA,CG,19,39,0.9
2001,1,1,1183917,NA,301,TRW,GOA,CG,14,36,1.5
2001,1,1,1183917,NA,301,TRW,GOA,CG,18,37,1.5
2001,1,1,1174444,NA,301,TRW,GOA,CG,9,37,0.68
2001,1,1,1175112,NA,301,TRW,GOA,CG,11,38,0.65
2001,1,1,1175115,NA,301,TRW,GOA,CG,9,36,0.64
2001,1,1,1175115,NA,301,TRW,GOA,CG,16,39,0.76
2001,1,1,1175115,NA,301,TRW,GOA,CG,12,40,0.78
2001,1,1,1175115,NA,301,TRW,GOA,CG,14,40,0.78
2001,1,1,1175116,NA,301,TRW,GOA,CG,15,37,0.7
2001,1,1,1175116,NA,301,TRW,GOA,CG,16,38,0.75
2001,1,1,1175116,NA,301,TRW,GOA,CG,14,39,0.8
2001,1,1,1183917,NA,301,TRW,GOA,CG,17,33,1.25
2001,1,1,1183917,NA,301,TRW,GOA,CG,14,35,1.25
2001,1,1,1174305,NA,301,TRW,GOA,CG,18,37,0.63
2001,1,1,1174305,NA,301,TRW,GOA,CG,14,38,0.77
2001,1,1,1174305,NA,301,TRW,GOA,CG,15,40,0.76
2001,5,1,1178454,NA,301,TRW,GOA,CG,4,23,0.2
2001,1,1,1178138,NA,301,TRW,GOA,CG,13,34,0.55
