
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
343.618 137.447 120.266 0.115342 0.0903428 244.876 
CV Recruit
0.526038 
Alternative 1 Alternative  Stock: Model_1_goa_pop_2023.dat
Catch Model_1_goa_pop_2023.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2034  0 25.3018 27.0643 25.1186 29.2705 29.0633 33.1801 2.52667 
2035  0 25.3018 27.0643 23.2768 28.2886 28.1185 33.2003 3.14994 
2036  0 25.3018 27.0643 22.0936 27.3708 27.4779 33.1174 3.57393 
2037  0 25.3018 27.0643 21.137 26.7857 27.0958 33.0952 3.85913 

Spawning_Biomass Model_1_goa_pop_2023.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2024 343.618 137.447 120.266 234.441 234.441 234.441 234.441 8.81073e-13 
2025 343.618 137.447 120.266 225.804 225.812 225.815 225.833 0.00952185 
2026 343.618 137.447 120.266 212.347 212.386 212.393 212.464 0.0384135 
2027 343.618 137.447 120.266 199.906 200.026 200.047 200.276 0.118243 
2028 343.618 137.447 120.266 188.007 188.319 188.373 188.963 0.307993 
2029 343.618 137.447 120.266 176.26 177.004 177.126 178.477 0.708977 
2030 343.618 137.447 120.266 164.827 166.385 166.616 169.451 1.46372 
2031 343.618 137.447 120.266 153.986 156.942 157.38 162.416 2.7053 
2032 343.618 137.447 120.266 144.222 149.065 149.852 158.358 4.4394 
2033 343.618 137.447 120.266 135.775 142.843 144.086 155.982 6.44674 
2034 343.618 137.447 120.266 128.829 138.597 139.905 155.019 8.33901 
2035 343.618 137.447 120.266 123.943 135.914 137.007 154.79 9.80974 
2036 343.618 137.447 120.266 120.358 133.146 135.036 154.277 10.8301 
2037 343.618 137.447 120.266 118.16 131.864 133.678 154.666 11.4892 

Fishing_mortalityModel_1_goa_pop_2023.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2024  0 0.0990105 0.119243 0.0713322 0.0713322 0.0713322 0.0713322 5.55112e-17 
2025  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 1.06398e-12 
2026  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 2.2949e-11 
2027  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 1.29456e-10 
2028  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2029  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2030  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2031  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2032  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2033  0 0.0990105 0.119243 0.117717 0.119243 0.119041 0.119243 0.000679611 
2034  0 0.0990105 0.119243 0.111373 0.119243 0.117322 0.119243 0.0028052 
2035  0 0.0990105 0.119243 0.106911 0.117844 0.115438 0.119243 0.00447669 
2036  0 0.0990105 0.119243 0.103637 0.115316 0.113969 0.119243 0.0055696 
2037  0 0.0990105 0.119243 0.10163 0.114145 0.112959 0.119243 0.00628714 

Total_BiomassModel_1_goa_pop_2023.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2024 1785.64 465.616 428.615 670.712 670.712 670.712 670.712 2.04636e-12 
2025 1785.64 465.616 428.615 647.344 649.856 650.615 656.326 2.97097 
2026 1785.64 465.616 428.615 605.345 612.234 613.232 625.541 6.51027 
2027 1785.64 465.616 428.615 566.763 578.473 580.54 600.532 11.0267 
2028 1785.64 465.616 428.615 532.717 549.715 552.891 583.222 16.2379 
2029 1785.64 465.616 428.615 501.605 526.885 529.868 569.04 21.6778 
2030 1785.64 465.616 428.615 475.332 509.012 511.117 559.495 26.9712 
2031 1785.64 465.616 428.615 452.324 493.109 496.245 553.303 31.753 
2032 1785.64 465.616 428.615 434.314 480.238 484.663 548.613 35.988 
2033 1785.64 465.616 428.615 418.801 470.51 475.655 543.242 39.4933 
2034 1785.64 465.616 428.615 407.706 463.8 468.714 541.265 42.5089 
2035 1785.64 465.616 428.615 399.087 458.431 463.685 537.308 44.7804 
2036 1785.64 465.616 428.615 393.346 455.749 460.181 535.211 46.6432 
2037 1785.64 465.616 428.615 389.351 452.375 457.639 531.597 48.1248 
Alternative 7 Alternative  Stock: Model_1_goa_pop_2023.dat
Catch Model_1_goa_pop_2023.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2024  0 25.3018 27.0643 29.794 29.794 29.794 29.794 3.62377e-13 
2025  0 25.3018 27.0643 39.762 39.7622 39.7623 39.7629 0.000312595 
2026  0 25.3018 27.0643 37.7756 37.7813 37.7828 37.795 0.00650639 
2027  0 25.3018 27.0643 42.8128 42.8554 42.8632 42.9461 0.0436208 
2028  0 25.3018 27.0643 39.9048 40.0431 40.068 40.3331 0.137035 
2029  0 25.3018 27.0643 37.1816 37.5035 37.5562 38.1475 0.311074 
2030  0 25.3018 27.0643 34.6268 35.2605 35.3478 36.4017 0.571572 
2031  0 25.3018 27.0643 32.3651 33.3325 33.492 35.1729 0.905344 
2032  0 25.3018 27.0643 30.3155 31.7429 31.9757 34.3615 1.28463 
2033  0 25.3018 27.0643 28.539 30.5477 30.7872 33.8369 1.68832 
2034  0 25.3018 27.0643 25.8879 29.6968 29.6465 33.5956 2.36886 
2035  0 25.3018 27.0643 23.8593 28.8981 28.6246 33.5445 3.04096 
2036  0 25.3018 27.0643 22.5173 27.916 27.8938 33.4015 3.50795 
2037  0 25.3018 27.0643 21.453 27.1943 27.4268 33.3002 3.82238 

Spawning_Biomass Model_1_goa_pop_2023.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2024 343.618 137.447 120.266 234.441 234.441 234.441 234.441 8.81073e-13 
2025 343.618 137.447 120.266 227.004 227.012 227.014 227.032 0.00952192 
2026 343.618 137.447 120.266 216.759 216.798 216.805 216.876 0.0384171 
2027 343.618 137.447 120.266 205.953 206.073 206.094 206.323 0.118271 
2028 343.618 137.447 120.266 193.406 193.718 193.772 194.362 0.308063 
2029 343.618 137.447 120.266 181.032 181.777 181.898 183.249 0.709131 
2030 343.618 137.447 120.266 169.005 170.564 170.794 173.63 1.46402 
2031 343.618 137.447 120.266 157.614 160.57 161.008 166.045 2.70583 
2032 343.618 137.447 120.266 147.352 152.196 152.983 161.492 4.44019 
2033 343.618 137.447 120.266 138.411 145.533 146.77 158.675 6.4559 
2034 343.618 137.447 120.266 130.929 140.903 142.169 157.328 8.3854 
2035 343.618 137.447 120.266 125.583 137.841 138.871 156.767 9.91228 
2036 343.618 137.447 120.266 121.691 134.728 136.555 155.973 10.9678 
2037 343.618 137.447 120.266 119.129 132.955 134.909 156.116 11.6419 

Fishing_mortalityModel_1_goa_pop_2023.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2024  0 0.0990105 0.119243 0.0713322 0.0713322 0.0713322 0.0713322 5.55112e-17 
2025  0 0.0990105 0.119243 0.0990104 0.0990104 0.0990104 0.0990104 2.90643e-12 
2026  0 0.0990105 0.119243 0.0990104 0.0990104 0.0990104 0.0990104 6.22458e-11 
2027  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 1.27285e-10 
2028  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2029  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2030  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2031  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2032  0 0.0990105 0.119243 0.119243 0.119243 0.119243 0.119243 5.27356e-16 
2033  0 0.0990105 0.119243 0.119243 0.119243 0.119211 0.119243 0.000230997 
2034  0 0.0990105 0.119243 0.113291 0.119243 0.118112 0.119243 0.00207859 
2035  0 0.0990105 0.119243 0.108409 0.119243 0.116288 0.119243 0.00390381 
2036  0 0.0990105 0.119243 0.104855 0.11676 0.114751 0.119243 0.00515454 
2037  0 0.0990105 0.119243 0.102515 0.115141 0.113625 0.119243 0.00598468 

Total_BiomassModel_1_goa_pop_2023.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2024 1785.64 465.616 428.615 670.712 670.712 670.712 670.712 2.04636e-12 
2025 1785.64 465.616 428.615 647.344 649.856 650.615 656.326 2.97097 
2026 1785.64 465.616 428.615 613.111 620 620.998 633.307 6.5104 
2027 1785.64 465.616 428.615 580.917 592.63 594.697 614.694 11.0288 
2028 1785.64 465.616 428.615 545.034 562.035 565.209 595.548 16.2404 
2029 1785.64 465.616 428.615 512.256 537.535 540.521 579.701 21.6807 
2030 1785.64 465.616 428.615 484.496 518.177 520.285 568.673 26.9741 
2031 1785.64 465.616 428.615 460.181 500.965 504.105 561.169 31.7558 
2032 1785.64 465.616 428.615 441.033 486.956 491.384 555.329 35.9905 
2033 1785.64 465.616 428.615 424.538 476.245 481.392 548.991 39.4955 
2034 1785.64 465.616 428.615 412.422 468.698 473.572 546.16 42.5551 
2035 1785.64 465.616 428.615 402.736 462.61 467.658 541.493 44.9355 
2036 1785.64 465.616 428.615 396.045 458.826 463.39 538.784 46.8542 
2037 1785.64 465.616 428.615 391.487 454.994 460.213 534.656 48.3503 
