record_type,join_key,species_key,sex_key,t_table,cruise,permit,haul_seq,haul_join,vessel,haul_date,haul,sex,species,species_name,sample_type,sample_number,sample_size,sample_weight,extrapolated_weight,extrapolated_number,percent_retained,year,date_of_entry,akfin_load_date,akr_species_code,gear_modifier_description,akfin_vdate,fmp_subarea,gear_type
HAUL,j22794004093000000688,301,U,ATL,22794,4093,688,22794004093000000688,A264,2018-06-16T00:00:00Z,331,NA,301,PACIFIC OCEAN PERCH,B,578,401,385.31,39460.64,59195,100,2018,2018-06-16T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22654000435000000254,301,U,ATL,22654,435,254,22654000435000000254,A015,2018-05-09T00:00:00Z,40,NA,301,PACIFIC OCEAN PERCH,B,253,206,206.4,45360,55601,100,2018,2023-02-27T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22794004093000000954,301,U,ATL,22794,4093,954,22794004093000000954,A264,2018-07-18T00:00:00Z,463,NA,301,PACIFIC OCEAN PERCH,B,520,335,315.34,21286.55,35102,100,2018,2018-07-18T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22713002800000003642,301,U,ATL,22713,2800,3642,22713002800000003642,A066,2018-07-14T00:00:00Z,618,NA,301,PACIFIC OCEAN PERCH,B,43,255,16.45,927.75,2425,100,2018,2022-06-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22810003819000000998,301,U,ATL,22810,3819,998,22810003819000000998,A117,2018-07-31T00:00:00Z,490,NA,301,PACIFIC OCEAN PERCH,B,30,293,18.83,986.02,1571,100,2018,2018-07-31T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22710002861000000252,301,U,ATL,22710,2861,252,22710002861000000252,A319,2018-06-05T00:00:00Z,65,NA,301,PACIFIC OCEAN PERCH,B,196,172,121.7,5563.55,8960,100,2018,2018-06-05T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j23069001235000000512,301,U,ATL,23069,1235,512,23069001235000000512,A326,2018-11-03T00:00:00Z,118,NA,301,PACIFIC OCEAN PERCH,B,1,223,1.15,15.08,13,100,2018,2018-11-03T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22810003819000000870,301,U,ATL,22810,3819,870,22810003819000000870,A117,2018-07-15T00:00:00Z,427,NA,301,PACIFIC OCEAN PERCH,B,570,453,335.34,14055.38,23891,100,2018,2018-07-15T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22810003819000000980,301,U,ATL,22810,3819,980,22810003819000000980,A117,2018-07-29T00:00:00Z,481,NA,301,PACIFIC OCEAN PERCH,B,501,371,301.4,17123.74,28464,100,2018,2018-07-29T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22649001043000000074,301,U,ATL,22649,1043,74,22649001043000000074,A131,2018-05-06T00:00:00Z,71,NA,301,PACIFIC OCEAN PERCH,B,114,67,63.2,14943.1,26954,100,2018,2018-05-06T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22710002861000000246,301,U,ATL,22710,2861,246,22710002861000000246,A319,2018-06-05T00:00:00Z,62,NA,301,PACIFIC OCEAN PERCH,B,11,255,8.09,474.62,645,100,2018,2018-06-05T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22964031729000000130,301,U,ATL,22964,31729,130,22964031729000000130,75998,2018-10-23T00:00:00Z,7,NA,301,PACIFIC OCEAN PERCH,B,8,141,4.2,430.83,821,80,2018,2018-10-23T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22797003819000001064,301,U,ATL,22797,3819,1064,22797003819000001064,A117,2018-08-19T00:00:00Z,523,NA,301,PACIFIC OCEAN PERCH,B,973,718,643.35,43406.57,65648,100,2018,2018-08-19T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22824001879000003854,301,U,ATL,22824,1879,3854,22824001879000003854,A032,2018-07-25T00:00:00Z,587,NA,301,PACIFIC OCEAN PERCH,B,369,338,185.12,12951.6,25816,100,2018,2018-07-25T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j23064000367000001746,301,U,ATL,23064,367,1746,23064000367000001746,A343,2018-12-10T00:00:00Z,355,NA,301,PACIFIC OCEAN PERCH,B,5,305,1.4,97.86,350,100,2018,2018-12-10T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22620000367000001282,301,U,ATL,22620,367,1282,22620000367000001282,A343,2018-05-29T00:00:00Z,123,NA,301,PACIFIC OCEAN PERCH,B,73,268,54.22,2165.84,2916,0,2018,2023-02-27T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22620000367000001336,301,U,ATL,22620,367,1336,22620000367000001336,A343,2018-06-11T00:00:00Z,150,NA,301,PACIFIC OCEAN PERCH,B,243,294,162.6,10304,15399,0,2018,2023-02-27T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22818003369000001136,301,U,ATL,22818,3369,1136,22818003369000001136,A047,2018-07-05T00:00:00Z,564,NA,301,PACIFIC OCEAN PERCH,B,132,554,101.6,6236.27,8102,99,2018,2018-07-05T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WY,1
HAUL,j22713002800000003712,301,U,ATL,22713,2800,3712,22713002800000003712,A066,2018-07-24T00:00:00Z,653,NA,301,PACIFIC OCEAN PERCH,B,81,81,57.27,5277.5,7464,100,2018,2022-06-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22713002800000003820,301,U,ATL,22713,2800,3820,22713002800000003820,A066,2018-08-03T00:00:00Z,707,NA,301,PACIFIC OCEAN PERCH,B,401,290,217.49,14301.78,26369,100,2018,2022-06-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22713002800000003760,301,U,ATL,22713,2800,3760,22713002800000003760,A066,2018-07-28T00:00:00Z,677,NA,301,PACIFIC OCEAN PERCH,B,231,225,132.98,6242.93,10845,100,2018,2022-06-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22713002800000003536,301,U,ATL,22713,2800,3536,22713002800000003536,A066,2018-07-03T00:00:00Z,566,NA,301,PACIFIC OCEAN PERCH,B,47,490,33.06,3628.3,5158,100,2018,2022-06-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22713002800000003778,301,U,ATL,22713,2800,3778,22713002800000003778,A066,2018-07-30T00:00:00Z,686,NA,301,PACIFIC OCEAN PERCH,B,311,275,245.84,10819.29,13687,100,2018,2022-06-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j23069001235000000528,301,U,ATL,23069,1235,528,23069001235000000528,A326,2018-11-12T00:00:00Z,126,NA,301,PACIFIC OCEAN PERCH,B,326,357,229.1,13567.45,19306,100,2018,2018-11-12T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j23048001674000000146,301,U,ATL,23048,1674,146,23048001674000000146,A079,2018-10-26T00:00:00Z,171,NA,301,PACIFIC OCEAN PERCH,B,225,177,154.8,23663.85,34395,100,2018,2018-10-26T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22659001879000003664,301,U,ATL,22659,1879,3664,22659001879000003664,A032,2018-07-04T00:00:00Z,493,NA,301,PACIFIC OCEAN PERCH,B,74,230,50.7,4462.41,6513,100,2018,2023-02-28T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22810003819000000918,301,U,ATL,22810,3819,918,22810003819000000918,A117,2018-07-22T00:00:00Z,451,NA,301,PACIFIC OCEAN PERCH,B,146,166,99.4,4300.68,6317,100,2018,2018-07-22T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22659001879000003754,301,U,ATL,22659,1879,3754,22659001879000003754,A032,2018-07-15T00:00:00Z,537,NA,301,PACIFIC OCEAN PERCH,B,484,306,291.5,22956.11,38116,100,2018,2023-02-28T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22708003367000003248,301,U,ATL,22708,3367,3248,22708003367000003248,A035,2018-08-06T00:00:00Z,608,NA,301,PACIFIC OCEAN PERCH,B,63,155,40.2,2052.39,3216,99,2018,2018-08-06T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22727003402000000304,301,U,ATL,22727,3402,304,22727003402000000304,A322,2018-05-31T00:00:00Z,112,NA,301,PACIFIC OCEAN PERCH,B,4,216,1.2,19.54,65,100,2018,2018-05-31T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22727003402000000310,301,U,ATL,22727,3402,310,22727003402000000310,A322,2018-06-01T00:00:00Z,115,NA,301,PACIFIC OCEAN PERCH,B,6,161,1.6,29.84,112,100,2018,2018-06-01T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22956003367000003544,301,U,ATL,22956,3367,3544,22956003367000003544,A035,2018-09-18T00:00:00Z,754,NA,301,PACIFIC OCEAN PERCH,B,346,389,141.17,4865.94,11926,99,2018,2023-02-28T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22956003367000003494,301,U,ATL,22956,3367,3494,22956003367000003494,A035,2018-09-11T00:00:00Z,730,NA,301,PACIFIC OCEAN PERCH,B,245,356,173.18,6274.64,8877,99,2018,2023-02-28T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22620000367000001286,301,U,ATL,22620,367,1286,22620000367000001286,A343,2018-05-30T00:00:00Z,125,NA,301,PACIFIC OCEAN PERCH,B,102,287,66.12,569.9,879,0,2018,2023-02-27T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22794004093000000686,301,U,ATL,22794,4093,686,22794004093000000686,A264,2018-06-16T00:00:00Z,330,NA,301,PACIFIC OCEAN PERCH,B,428,322,289.33,19290.16,28536,100,2018,2018-06-16T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j23044000519000000298,301,U,ATL,23044,519,298,23044000519000000298,A012,2018-11-17T00:00:00Z,323,NA,301,PACIFIC OCEAN PERCH,B,1,274,1.4,94.46,67,100,2018,2018-11-17T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22833002123000002454,301,U,ATL,22833,2123,2454,22833002123000002454,A118,2018-07-12T00:00:00Z,474,NA,301,PACIFIC OCEAN PERCH,B,255,539,159.42,10224.48,16312,100,2018,2018-07-12T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WY,1
HAUL,j22833002123000002582,301,U,ATL,22833,2123,2582,22833002123000002582,A118,2018-08-05T00:00:00Z,536,NA,301,PACIFIC OCEAN PERCH,B,217,395,167.36,4918.04,6377,100,2018,2018-08-05T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WY,2
HAUL,j22635002123000002380,301,U,ATL,22635,2123,2380,22635002123000002380,A118,2018-07-01T00:00:00Z,437,NA,301,PACIFIC OCEAN PERCH,B,47,163,28.91,721.67,1164,99,2018,2018-07-01T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WY,2
HAUL,j22971001674000000200,301,U,ATL,22971,1674,200,22971001674000000200,A079,2018-08-31T00:00:00Z,2,NA,301,PACIFIC OCEAN PERCH,B,4,246,3.5,802.03,917,100,2018,2018-08-31T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22653007079000000220,301,U,ATL,22653,7079,220,22653007079000000220,A713,2018-05-06T00:00:00Z,65,NA,301,PACIFIC OCEAN PERCH,B,171,123,117.3,17127.42,24968,100,2018,2023-02-28T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22554002123000001876,301,U,ATL,22554,2123,1876,22554002123000001876,A118,2018-04-06T00:00:00Z,185,NA,301,PACIFIC OCEAN PERCH,B,9,385,6.02,298.93,447,99,2018,2018-04-06T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22662001571000000068,301,U,ATL,22662,1571,68,22662001571000000068,A202,2018-05-28T00:00:00Z,159,NA,301,PACIFIC OCEAN PERCH,B,235,180,148.56,27643.7,43728,100,2018,2018-05-28T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22797003819000001066,301,U,ATL,22797,3819,1066,22797003819000001066,A117,2018-08-19T00:00:00Z,524,NA,301,PACIFIC OCEAN PERCH,B,458,353,330.48,26287.65,36431,100,2018,2018-08-19T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22554002123000001910,301,U,ATL,22554,2123,1910,22554002123000001910,A118,2018-04-14T00:00:00Z,202,NA,301,PACIFIC OCEAN PERCH,B,10,254,7.07,470.99,666,99,2018,2018-04-14T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22727003402000000316,301,U,ATL,22727,3402,316,22727003402000000316,A322,2018-06-02T00:00:00Z,118,NA,301,PACIFIC OCEAN PERCH,B,3,237,2.15,91.88,128,100,2018,2018-06-02T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j23089001234000000222,301,U,ATL,23089,1234,222,23089001234000000222,A493,2018-10-24T00:00:00Z,4,NA,301,PACIFIC OCEAN PERCH,B,53,145,35.6,4630.08,6893,100,2018,2018-10-24T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22636003694000002990,301,U,ATL,22636,3694,2990,22636003694000002990,A103,2018-07-03T00:00:00Z,573,NA,301,PACIFIC OCEAN PERCH,B,734,549,517.42,31924.67,45288,99,2018,2023-02-27T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22554002123000001838,301,U,ATL,22554,2123,1838,22554002123000001838,A118,2018-04-02T00:00:00Z,166,NA,301,PACIFIC OCEAN PERCH,B,2,311,1.18,39.85,68,99,2018,2018-04-02T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22951000405000000204,301,U,ATL,22951,405,204,22951000405000000204,A234,2018-10-24T00:00:00Z,3,NA,301,PACIFIC OCEAN PERCH,B,18,235,18.9,2132.62,2031,0,2018,2018-10-24T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22636003694000003050,301,U,ATL,22636,3694,3050,22636003694000003050,A103,2018-07-14T00:00:00Z,603,NA,301,PACIFIC OCEAN PERCH,B,244,197,152.38,6986.16,11222,99,2018,2023-02-27T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22664001868000000242,301,U,ATL,22664,1868,242,22664001868000000242,A070,2018-05-20T00:00:00Z,74,NA,301,PACIFIC OCEAN PERCH,B,418,343,342.9,8200,9996,100,2018,2018-05-20T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22677001571000000082,301,U,ATL,22677,1571,82,22677001571000000082,A202,2018-06-04T00:00:00Z,173,NA,301,PACIFIC OCEAN PERCH,B,53,108,59.18,9701.02,8688,100,2018,2018-06-04T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22965000823000000540,301,U,ATL,22965,823,540,22965000823000000540,A014,2018-10-13T00:00:00Z,157,NA,301,PACIFIC OCEAN PERCH,B,1,192,0.95,329.24,347,93,2018,2018-10-13T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22929004037000000440,301,U,ATL,22929,4037,440,22929004037000000440,60056,2018-10-14T00:00:00Z,218,NA,301,PACIFIC OCEAN PERCH,B,1,172,0.8,112.12,140,100,2018,2018-10-14T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j23089001234000000226,301,U,ATL,23089,1234,226,23089001234000000226,A493,2018-10-24T00:00:00Z,6,NA,301,PACIFIC OCEAN PERCH,B,126,134,102.8,29063.67,35623,100,2018,2018-10-24T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22929004037000000424,301,U,ATL,22929,4037,424,22929004037000000424,60056,2018-10-07T00:00:00Z,210,NA,301,PACIFIC OCEAN PERCH,B,1,286,0.95,120.21,127,100,2018,2018-10-07T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22998004037000000148,301,U,ATL,22998,4037,148,22998004037000000148,60056,2018-09-03T00:00:00Z,2,NA,301,PACIFIC OCEAN PERCH,B,1,493,0.2,5.98,30,100,2018,2018-09-03T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22693001571000000096,301,U,ATL,22693,1571,96,22693001571000000096,A202,2018-06-05T00:00:00Z,180,NA,301,PACIFIC OCEAN PERCH,B,381,328,299.2,15348.48,19545,100,2018,2018-06-05T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22554002123000001924,301,U,ATL,22554,2123,1924,22554002123000001924,A118,2018-04-16T00:00:00Z,209,NA,301,PACIFIC OCEAN PERCH,B,3,201,2.45,78.85,97,99,2018,2018-04-16T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22652004131000000558,301,U,ATL,22652,4131,558,22652004131000000558,A346,2018-05-08T00:00:00Z,61,NA,301,PACIFIC OCEAN PERCH,B,145,35,28.36,2083.41,10652,100,2018,2018-05-08T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22648006182000000804,301,U,ATL,22648,6182,804,22648006182000000804,A648,2018-05-02T00:00:00Z,113,NA,301,PACIFIC OCEAN PERCH,B,106,100,73.56,3470.31,5001,100,2018,2018-05-02T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22964001623000000106,301,U,ATL,22964,1623,106,22964001623000000106,A020,2018-10-08T00:00:00Z,171,NA,301,PACIFIC OCEAN PERCH,B,3,416,2.2,681.69,930,100,2018,2018-10-08T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22554002123000001906,301,U,ATL,22554,2123,1906,22554002123000001906,A118,2018-04-14T00:00:00Z,200,NA,301,PACIFIC OCEAN PERCH,B,14,452,10.66,450.47,592,0,2018,2018-04-14T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22652004131000000578,301,U,ATL,22652,4131,578,22652004131000000578,A346,2018-05-13T00:00:00Z,71,NA,301,PACIFIC OCEAN PERCH,B,46,97,34.09,11690.57,15775,100,2018,2018-05-13T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22946002800000003972,301,U,ATL,22946,2800,3972,22946002800000003972,A066,2018-08-23T00:00:00Z,783,NA,301,PACIFIC OCEAN PERCH,B,165,95,93.8,3542.18,6231,100,2018,2018-08-23T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22636003694000003044,301,U,ATL,22636,3694,3044,22636003694000003044,A103,2018-07-14T00:00:00Z,600,NA,301,PACIFIC OCEAN PERCH,B,82,601,29.63,3089.02,8549,99,2018,2023-02-27T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22652004131000000562,301,U,ATL,22652,4131,562,22652004131000000562,A346,2018-05-08T00:00:00Z,63,NA,301,PACIFIC OCEAN PERCH,B,99,75,54.68,3831.98,6938,100,2018,2018-05-08T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22939001623000000330,301,U,ATL,22939,1623,330,22939001623000000330,A020,2018-08-29T00:00:00Z,138,NA,301,PACIFIC OCEAN PERCH,B,3,203,2,579.96,870,100,2018,2018-08-29T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22693002781000000532,301,U,ATL,22693,2781,532,22693002781000000532,A026,2018-05-31T00:00:00Z,101,NA,301,PACIFIC OCEAN PERCH,B,447,314,314.1,69524,98941,100,2018,2018-05-31T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22976000367000001442,301,U,ATL,22976,367,1442,22976000367000001442,A343,2018-10-04T00:00:00Z,203,NA,301,PACIFIC OCEAN PERCH,B,7,311,3.6,162.27,316,0,2018,2018-10-04T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22961001571000000416,301,U,ATL,22961,1571,416,22961001571000000416,A202,2018-09-25T00:00:00Z,275,NA,301,PACIFIC OCEAN PERCH,B,4,153,3.5,103.55,118,100,2018,2018-09-25T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22713002800000003480,301,U,ATL,22713,2800,3480,22713002800000003480,A066,2018-06-26T00:00:00Z,538,NA,301,PACIFIC OCEAN PERCH,B,1,369,1.31,137.08,105,100,2018,2022-06-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22713002800000003690,301,U,ATL,22713,2800,3690,22713002800000003690,A066,2018-07-20T00:00:00Z,642,NA,301,PACIFIC OCEAN PERCH,B,147,359,66.86,6058.45,13320,100,2018,2022-06-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22635002123000002364,301,U,ATL,22635,2123,2364,22635002123000002364,A118,2018-06-25T00:00:00Z,429,NA,301,PACIFIC OCEAN PERCH,B,21,171,18.52,649.67,737,90,2018,2018-06-25T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22659001879000003662,301,U,ATL,22659,1879,3662,22659001879000003662,A032,2018-07-04T00:00:00Z,492,NA,301,PACIFIC OCEAN PERCH,B,57,89,35.8,1913.32,3046,100,2018,2023-02-28T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22652004131000000614,301,U,ATL,22652,4131,614,22652004131000000614,A346,2018-05-23T00:00:00Z,89,NA,301,PACIFIC OCEAN PERCH,B,12,66,6.96,381.53,658,100,2018,2018-05-23T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22810003819000000970,301,U,ATL,22810,3819,970,22810003819000000970,A117,2018-07-28T00:00:00Z,476,NA,301,PACIFIC OCEAN PERCH,B,253,216,156.78,10449.82,16863,100,2018,2018-07-28T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22652004131000000612,301,U,ATL,22652,4131,612,22652004131000000612,A346,2018-05-23T00:00:00Z,88,NA,301,PACIFIC OCEAN PERCH,B,16,64,6.94,617.2,1423,100,2018,2018-05-23T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j23083000435000000260,301,U,ATL,23083,435,260,23083000435000000260,A015,2018-10-30T00:00:00Z,29,NA,301,PACIFIC OCEAN PERCH,B,58,144,19.7,5969.61,17576,100,2018,2018-10-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j22606000519000000078,301,U,ATL,22606,519,78,22606000519000000078,A012,2018-04-12T00:00:00Z,16,NA,301,PACIFIC OCEAN PERCH,B,3,178,2.8,120.99,130,100,2018,2018-04-12T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22946002800000004028,301,U,ATL,22946,2800,4028,22946002800000004028,A066,2018-08-28T00:00:00Z,811,NA,301,PACIFIC OCEAN PERCH,B,223,216,192.02,13309.66,15457,100,2018,2018-08-28T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,WG,1
HAUL,j22658003402000000294,301,U,ATL,22658,3402,294,22658003402000000294,A322,2018-05-25T00:00:00Z,107,NA,301,PACIFIC OCEAN PERCH,B,325,227,227.35,27210,38897,100,2018,2018-05-25T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
HAUL,j23075002142000000214,301,U,ATL,23075,2142,214,23075002142000000214,A158,2018-10-31T00:00:00Z,127,NA,301,PACIFIC OCEAN PERCH,B,272,169,160.8,8609.54,14563,100,2018,2018-10-31T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22620000367000001130,301,U,ATL,22620,367,1130,22620000367000001130,A343,2018-04-13T00:00:00Z,47,NA,301,PACIFIC OCEAN PERCH,B,2,322,1.38,44.05,64,0,2018,2023-02-27T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22620000367000001298,301,U,ATL,22620,367,1298,22620000367000001298,A343,2018-06-01T00:00:00Z,131,NA,301,PACIFIC OCEAN PERCH,B,71,274,50.34,2068.5,2917,0,2018,2023-02-27T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j22713002800000003708,301,U,ATL,22713,2800,3708,22713002800000003708,A066,2018-07-21T00:00:00Z,651,NA,301,PACIFIC OCEAN PERCH,B,390,271,255.72,23763.8,36242,100,2018,2022-06-30T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,1
HAUL,j23042000519000000090,301,U,ATL,23042,519,90,23042000519000000090,A012,2018-09-21T00:00:00Z,216,NA,301,PACIFIC OCEAN PERCH,B,180,132,132,31342,42739,100,2018,2018-09-21T00:00:00Z,2023-06-27T23:45:01Z,141,NA,2023-06-28T02:56:22Z,CG,2
