record_type,join_key,species_key,sex_key,t_table,cruise,permit,vessel,gear,nmfs_area,latdd_start,londd_start,latdd_end,londd_end,length_seq,performance,fishing_depth_fathoms,bottom_depth_fathoms,length,weight,species,sex,haul_offload_date,haul_offload,specimen_number,age,maturity_code,maturity_description,specimen_type,specimen_type_description,haul_join,port_join,year,viability,injury,special_project_code,sample_system,akfin_load_date,gear_description,gear_performance_description,akr_gear,fmp_gear,fmp_area,fmp_subarea,species_name,akr_species_code,deployment_trip_pk,deployment_trip_start_date,deployment_trip_end_date,sampling_strata,sampling_strata_name,sampling_strata_deployment_category,sampling_strata_selection_rate,monitoring_status,landing_report_id,akfin_vdate,gear_type,haul_seq
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,620,55.485,-156.62667,55.33333,-156.38667,6519,1,89,89,32,NA,301,M,2018-06-23T00:00:00Z,361,36103,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,750
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,620,55.485,-156.62667,55.33333,-156.38667,6521,1,89,89,34,0.49,301,M,2018-06-23T00:00:00Z,361,36102,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,750
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,620,55.485,-156.62667,55.33333,-156.38667,6521,1,89,89,34,NA,301,M,2018-06-23T00:00:00Z,361,36102,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,750
HAUL,22794004093e9,301,F,ATL_HAUL,22794,4093,A264,1,620,55.485,-156.62667,55.33333,-156.38667,6525,1,89,89,30,0.37,301,F,2018-06-23T00:00:00Z,361,36104,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,750
HAUL,22794004093e9,301,F,ATL_HAUL,22794,4093,A264,1,620,55.485,-156.62667,55.33333,-156.38667,6525,1,89,89,30,NA,301,F,2018-06-23T00:00:00Z,361,36104,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741531,2018-06-13T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,750
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,57.57667,-150.345,57.53,-150.41667,7081,1,83,83,35,0.56,301,M,2018-07-01T00:00:00Z,395,39502,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,818
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,57.57667,-150.345,57.53,-150.41667,7081,1,83,83,35,NA,301,M,2018-07-01T00:00:00Z,395,39502,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,818
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,57.57667,-150.345,57.53,-150.41667,7082,1,83,83,36,0.56,301,M,2018-07-01T00:00:00Z,395,39504,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,818
HAUL,22794004093e9,301,M,ATL_HAUL,22794,4093,A264,1,630,57.57667,-150.345,57.53,-150.41667,7082,1,83,83,36,NA,301,M,2018-07-01T00:00:00Z,395,39504,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,818
HAUL,22794004093e9,301,U,ATL_HAUL,22794,4093,A264,1,630,57.57667,-150.345,57.53,-150.41667,7091,1,83,83,20,0.1,301,U,2018-07-01T00:00:00Z,395,39503,NA,NA,NA,3,Length-Weight Sample,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,818
HAUL,22794004093e9,301,U,ATL_HAUL,22794,4093,A264,1,630,57.57667,-150.345,57.53,-150.41667,7091,1,83,83,20,NA,301,U,2018-07-01T00:00:00Z,395,39503,NA,NA,NA,1,Otoliths,22794004093e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,741532,2018-06-26T00:00:00Z,2018-07-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,818
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.59694,-155.7725,55.55083,-155.70167,37934,1,94,94,33,0.54,301,M,2018-07-28T00:00:00Z,681,602,NA,NA,NA,3,Length-Weight Sample,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3768
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.59694,-155.7725,55.55083,-155.70167,37934,1,94,94,33,NA,301,M,2018-07-28T00:00:00Z,681,602,8,NA,NA,1,Otoliths,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3768
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.59694,-155.7725,55.55083,-155.70167,37935,1,94,94,38,0.68,301,M,2018-07-28T00:00:00Z,681,601,NA,NA,NA,3,Length-Weight Sample,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3768
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.59694,-155.7725,55.55083,-155.70167,37935,1,94,94,38,0.72,301,M,2018-07-28T00:00:00Z,681,603,NA,NA,NA,3,Length-Weight Sample,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3768
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.59694,-155.7725,55.55083,-155.70167,37935,1,94,94,38,NA,301,M,2018-07-28T00:00:00Z,681,601,24,NA,NA,1,Otoliths,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3768
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.59694,-155.7725,55.55083,-155.70167,37935,1,94,94,38,NA,301,M,2018-07-28T00:00:00Z,681,603,NA,NA,NA,1,Otoliths,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3768
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.565,-155.68,55.58167,-155.74833,37892,1,85,85,35,0.56,301,M,2018-07-28T00:00:00Z,678,590,NA,NA,NA,3,Length-Weight Sample,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3762
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.565,-155.68,55.58167,-155.74833,37892,1,85,85,35,NA,301,M,2018-07-28T00:00:00Z,678,590,NA,NA,NA,1,Otoliths,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3762
HAUL,22713002800000004e3,301,F,ATL_HAUL,22713,2800,A066,1,620,55.565,-155.68,55.58167,-155.74833,37896,1,85,85,35,0.54,301,F,2018-07-28T00:00:00Z,678,591,NA,NA,NA,3,Length-Weight Sample,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3762
HAUL,22713002800000004e3,301,F,ATL_HAUL,22713,2800,A066,1,620,55.565,-155.68,55.58167,-155.74833,37896,1,85,85,35,NA,301,F,2018-07-28T00:00:00Z,678,591,NA,NA,NA,1,Otoliths,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3762
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.565,-155.68,55.58167,-155.74833,37890,1,85,85,31,0.44,301,M,2018-07-28T00:00:00Z,678,592,NA,NA,NA,3,Length-Weight Sample,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3762
HAUL,22713002800000004e3,301,M,ATL_HAUL,22713,2800,A066,1,620,55.565,-155.68,55.58167,-155.74833,37890,1,85,85,31,NA,301,M,2018-07-28T00:00:00Z,678,592,6,NA,NA,1,Otoliths,22713002800000004e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,1105613,2018-07-24T00:00:00Z,2018-07-29T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3762
HAUL,22620000367000003e3,301,F,ATL_HAUL,22620,367,A343,1,630,57.72917,-150.05556,57.84194,-150.16722,8711,1,110,110,40,0.85,301,F,2018-06-17T00:00:00Z,174,142,NA,NA,NA,3,Length-Weight Sample,22620000367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,731175,2018-06-07T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,1384
HAUL,22620000367000003e3,301,F,ATL_HAUL,22620,367,A343,1,630,57.72917,-150.05556,57.84194,-150.16722,8711,1,110,110,40,0.85,301,F,2018-06-17T00:00:00Z,174,143,NA,NA,NA,3,Length-Weight Sample,22620000367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,731175,2018-06-07T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,1384
HAUL,22620000367000003e3,301,F,ATL_HAUL,22620,367,A343,1,630,57.72917,-150.05556,57.84194,-150.16722,8711,1,110,110,40,NA,301,F,2018-06-17T00:00:00Z,174,142,24,NA,NA,1,Otoliths,22620000367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,731175,2018-06-07T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,1384
HAUL,22620000367000003e3,301,F,ATL_HAUL,22620,367,A343,1,630,57.72917,-150.05556,57.84194,-150.16722,8711,1,110,110,40,NA,301,F,2018-06-17T00:00:00Z,174,143,23,NA,NA,1,Otoliths,22620000367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,731175,2018-06-07T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,1384
HAUL,22620000367000003e3,301,F,ATL_HAUL,22620,367,A343,1,630,57.72917,-150.05556,57.84194,-150.16722,8713,1,110,110,44,1,301,F,2018-06-17T00:00:00Z,174,144,NA,NA,NA,3,Length-Weight Sample,22620000367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,731175,2018-06-07T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,1384
HAUL,22620000367000003e3,301,F,ATL_HAUL,22620,367,A343,1,630,57.72917,-150.05556,57.84194,-150.16722,8713,1,110,110,44,NA,301,F,2018-06-17T00:00:00Z,174,144,NA,NA,NA,1,Otoliths,22620000367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,731175,2018-06-07T00:00:00Z,2018-06-23T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,1384
HAUL,22708003367000003e3,301,M,ATL_HAUL,22708,3367,A035,1,610,53.73333,-164.35,53.74833,-164.22833,37899,1,105,105,36,0.58,301,M,2018-08-01T00:00:00Z,590,1260758,NA,NA,NA,3,Length-Weight Sample,22708003367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,WG,PACIFIC OCEAN PERCH,141,730784,2018-07-27T00:00:00Z,2018-08-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3212
HAUL,22708003367000003e3,301,M,ATL_HAUL,22708,3367,A035,1,610,53.73333,-164.35,53.74833,-164.22833,37899,1,105,105,36,NA,301,M,2018-08-01T00:00:00Z,590,1260758,NA,NA,NA,1,Otoliths,22708003367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,WG,PACIFIC OCEAN PERCH,141,730784,2018-07-27T00:00:00Z,2018-08-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3212
HAUL,22708003367000003e3,301,F,ATL_HAUL,22708,3367,A035,1,610,53.73333,-164.35,53.74833,-164.22833,37902,1,105,105,34,0.52,301,F,2018-08-01T00:00:00Z,590,1260728,NA,NA,NA,3,Length-Weight Sample,22708003367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,WG,PACIFIC OCEAN PERCH,141,730784,2018-07-27T00:00:00Z,2018-08-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3212
HAUL,22708003367000003e3,301,F,ATL_HAUL,22708,3367,A035,1,610,53.73333,-164.35,53.74833,-164.22833,37902,1,105,105,34,NA,301,F,2018-08-01T00:00:00Z,590,1260728,NA,NA,NA,1,Otoliths,22708003367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,WG,PACIFIC OCEAN PERCH,141,730784,2018-07-27T00:00:00Z,2018-08-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3212
HAUL,22708003367000003e3,301,F,ATL_HAUL,22708,3367,A035,1,610,53.73333,-164.35,53.74833,-164.22833,37906,1,105,105,40,0.76,301,F,2018-08-01T00:00:00Z,590,1260762,NA,NA,NA,3,Length-Weight Sample,22708003367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,WG,PACIFIC OCEAN PERCH,141,730784,2018-07-27T00:00:00Z,2018-08-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3212
HAUL,22708003367000003e3,301,F,ATL_HAUL,22708,3367,A035,1,610,53.73333,-164.35,53.74833,-164.22833,37906,1,105,105,40,NA,301,F,2018-08-01T00:00:00Z,590,1260762,17,NA,NA,1,Otoliths,22708003367000003e3,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,WG,PACIFIC OCEAN PERCH,141,730784,2018-07-27T00:00:00Z,2018-08-07T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,3212
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.7,-150.03333,57.75,-149.96667,9630,1,94,94,35,0.56,301,M,2018-07-29T00:00:00Z,479,47903,NA,NA,NA,3,Length-Weight Sample,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,976
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.7,-150.03333,57.75,-149.96667,9630,1,94,94,35,NA,301,M,2018-07-29T00:00:00Z,479,47903,NA,NA,NA,1,Otoliths,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,976
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.7,-150.03333,57.75,-149.96667,9632,1,94,94,38,0.66,301,M,2018-07-29T00:00:00Z,479,47902,NA,NA,NA,3,Length-Weight Sample,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,976
HAUL,22810003819e9,301,M,ATL_HAUL,22810,3819,A117,1,630,57.7,-150.03333,57.75,-149.96667,9632,1,94,94,38,NA,301,M,2018-07-29T00:00:00Z,479,47902,NA,NA,NA,1,Otoliths,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,976
HAUL,22810003819e9,301,F,ATL_HAUL,22810,3819,A117,1,630,57.7,-150.03333,57.75,-149.96667,9640,1,94,94,39,0.85,301,F,2018-07-29T00:00:00Z,479,47901,NA,NA,NA,3,Length-Weight Sample,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,976
HAUL,22810003819e9,301,F,ATL_HAUL,22810,3819,A117,1,630,57.7,-150.03333,57.75,-149.96667,9640,1,94,94,39,NA,301,F,2018-07-29T00:00:00Z,479,47901,21,NA,NA,1,Otoliths,22810003819e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,740262,2018-07-27T00:00:00Z,2018-07-31T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,976
HAUL,23089001234e9,301,M,ATL_HAUL,23089,1234,A493,1,630,58.11833,-150.15333,58.08,-149.98333,1205,1,140,140,38,NA,301,M,2018-10-24T00:00:00Z,5,1251183,NA,NA,NA,1,Otoliths,23089001234e9,NA,2018,NA,NA,NA,10,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730203,2018-10-23T00:00:00Z,2018-10-25T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,224
HAUL,23089001234e9,301,M,ATL_HAUL,23089,1234,A493,1,630,58.11833,-150.15333,58.08,-149.98333,1205,1,140,140,38,0.75,301,M,2018-10-24T00:00:00Z,5,1251183,NA,NA,NA,3,Length-Weight Sample,23089001234e9,NA,2018,NA,NA,NA,10,2023-06-27T23:45:01Z,NON PELAGIC,NO PROBLEM,NPT,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730203,2018-10-23T00:00:00Z,2018-10-25T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,1,224
HAUL,22933001235e9,301,M,ATL_HAUL,22933,1235,A326,2,630,57.73667,-150.01,57.77333,-149.97,8,5,82,107,35,0.7,301,M,2018-08-16T00:00:00Z,51,514,NA,NA,NA,3,Length-Weight Sample,22933001235e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,OTHER PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730266,2018-08-16T00:00:00Z,2018-08-17T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,2
HAUL,22933001235e9,301,M,ATL_HAUL,22933,1235,A326,2,630,57.73667,-150.01,57.77333,-149.97,8,5,82,107,35,NA,301,M,2018-08-16T00:00:00Z,51,514,NA,NA,NA,1,Otoliths,22933001235e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,OTHER PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730266,2018-08-16T00:00:00Z,2018-08-17T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,2
HAUL,22933001235e9,301,F,ATL_HAUL,22933,1235,A326,2,630,57.73667,-150.01,57.77333,-149.97,14,5,82,107,40,0.85,301,F,2018-08-16T00:00:00Z,51,512,NA,NA,NA,3,Length-Weight Sample,22933001235e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,OTHER PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730266,2018-08-16T00:00:00Z,2018-08-17T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,2
HAUL,22933001235e9,301,F,ATL_HAUL,22933,1235,A326,2,630,57.73667,-150.01,57.77333,-149.97,14,5,82,107,40,NA,301,F,2018-08-16T00:00:00Z,51,512,NA,NA,NA,1,Otoliths,22933001235e9,NA,2018,NA,NA,NA,6,2023-06-27T23:45:01Z,PELAGIC,OTHER PROBLEM,PTR,TRW,GOA,CG,PACIFIC OCEAN PERCH,141,730266,2018-08-16T00:00:00Z,2018-08-17T00:00:00Z,F,Full Coverage,Full Selection,100,AT_SEA,NA,2023-06-28T02:45:20Z,2,2
