"","Length","Wbar","SD_Wbar"
"1",130,30,4.24264068711928
"2",140,36,2.82842712474619
"3",170,68.5,3
"4",180,84.5,6.36396103067893
"5",190,94.5555555555556,8.56024402559751
"6",200,105.428571428571,6.26783170528009
"7",210,135,10
"8",230,157.833333333333,13.2727791613764
"9",240,193,21.7638844572072
"10",250,221.916666666667,17.6864526138117
"11",260,256.153846153846,21.9994172416989
"12",270,271.083333333333,33.0219165055115
"13",280,317.5,32.2533374672727
"14",290,337.142857142857,24.2997158517582
"15",300,391.5,40.3491704444534
"16",310,422.222222222222,27.7388616284887
"17",320,497.25,30.7094680607045
"18",330,515.714285714286,43.3508558542586
"19",340,562.785714285714,33.1597034677021
"20",350,608.428571428571,48.9154911528574
"21",360,665.3125,38.2878897303051
"22",370,696,40.5339363990225
"23",380,775.416666666667,41.3663419028592
"24",390,855.555555555556,100.760993334612
"25",400,962.5,53.2681893816563
"26",410,1030.16666666667,96.6755743022335
"27",420,1183.66666666667,60.5629149452589
"28",430,1311.5,153.442171517481
